course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,4,6,1,-239,21,0,0,0,76,9,85,639,636,775,843,903,1142,860,833,841,849,1,0,0,2,51.5,462,-5,11,4,12,983,2,0,0,0,0,2,0,0,0,0,0,0,0,837,845,853,681,33,41,4,6,265,16,18,6,6,82,14,13,17,15,82,14,13,17,15
1300,4,6,0,-371,27,0,0,0,94,95,189,663,643,786,851,916,1159,872,849,851,855,10,0,2,3,56,449,-10,11,4,12,1354,6,0,0,0,0,6,0,0,0,0,1,3,8,837,845,853,1818,75,112,4,6,80,2,1,2,1,4090,304,320,7,7,170,10,15,5,8
1300,4,6,1,142,28,0,0,0,52,77,129,642,640,775,855,909,1150,866,855,855,856,11,0,1,3,57,466,4,11,4,12,1313,7,0,0,0,0,6,0,0,0,0,1,3,8,837,845,853,754,115,101,15,13,460,73,77,15,16,1740,147,144,8,8,203,22,14,10,6
1300,4,6,0,-48,21,0,0,0,104,12,116,651,643,788,848,910,1151,867,819,848,872,2,0,0,4,55,472,-1,11,4,12,1710,32,0,1,0,3,17,0,1,0,5,1,3,8,837,845,853,2601,361,281,13,10,289,27,37,9,12,2877,232,247,8,8,251,18,31,7,12
1300,4,6,0,0,28,0,0,0,0,101,101,651,649,794,873,925,1170,881,873,873,873,3,0,0,3,54,427,0,11,4,12,1302,3,0,0,0,0,3,0,0,0,0,1,3,8,837,845,853,3186,255,269,8,8,64,1,3,1,4,4280,278,365,6,8,168,8,18,4,10
1300,4,6,1,-38,27,0,0,0,61,43,104,645,644,788,863,918,1161,874,852,863,883,9,0,2,3,56,420,-1,11,4,12,1325,6,0,0,0,0,6,0,0,0,0,1,3,8,837,845,853,1260,89,73,7,5,189,13,12,6,6,3452,337,290,9,8,157,7,11,4,7
1300,4,6,0,-450,20,0,152,0,0,0,152,661,656,799,869,931,1177,887,833,841,849,5,0,2,2,54.5,492,-9,11,4,12,994,3,0,0,0,0,3,0,0,0,0,1,3,8,837,845,853,1313,98,83,7,6,95,2,6,2,6,3927,339,360,8,9,275,17,20,6,7
1300,4,6,0,-137,139,0,0,0,53,39,92,639,653,779,856,917,1160,873,833,841,849,6,0,0,3,54,424,-19,11,4,12,1307,4,0,0,0,0,4,0,0,0,0,0,0,0,837,845,853,905,74,84,8,9,367,31,30,8,8,3837,349,353,9,9,183,14,15,7,8
1300,4,6,1,0,28,0,0,0,116,0,116,659,641,786,853,916,1158,872,832,853,872,7,0,1,3,56,495,0,11,4,12,1359,9,0,0,0,0,9,0,0,0,0,1,3,8,837,845,853,2014,171,185,8,9,171,21,12,12,7,6196,744,697,12,11,355,30,33,8,9
1300,4,6,0,174,63,0,0,0,77,0,77,651,652,790,879,925,1170,881,879,879,879,8,0,0,3,54,428,11,11,4,12,1377,7,0,0,0,0,7,0,0,0,0,1,3,8,837,845,853,109,4,5,3,4,109,4,5,3,4,3927,339,360,8,9,275,17,20,6,7
1300,4,6,0,-75,27,0,0,0,0,88,88,643,652,794,848,920,1164,876,848,848,848,4,0,0,3,54,400,-2,11,4,12,1307,7,0,0,0,0,7,0,0,0,0,1,3,8,837,845,853,1210,70,77,5,6,120,5,4,4,3,5279,391,430,7,8,176,12,10,6,5
