course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,4,6,0,-1,-1,-1,-1,-1,10,105,2,0,1,2,54,492.0,-5,12,1,11,938,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,877,103,79,11,9,426,47,44,11,10,1276,168,133,13,10,252,40,33,15,13
1000,4,6,1.5,23,42,-1,-1,-1,87,55,12,0,0,2,53.5,475.0,1,12,1,11,954,1,0,1,0,100,1,0,1,0,100,1,0.0,100.0,619,619,619,1430,75,113,5,7,588,35,41,5,6,5267,389,430,7,8,178,10,11,5,6
1000,4,6,0,-250,20,-1,-1,-1,13,134,9,0,1,2,54,480.0,-5,12,1,11,961,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,645,645,645,1363,50,61,3,4,57,0,0,0,0,10535,807,930,7,8,336,21,25,6,7
1000,4,6,0,-52,77,-1,-1,-1,10,83,8,0,1,2,54,473.0,-4,12,1,11,980,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,634,634,634,707,106,97,14,13,449,69,77,15,17,1281,194,110,15,8,292,33,24,11,8
1000,4,6,0,-1,-1,-1,-1,-1,120,17,7,0,1,2,54,464.0,-9,12,1,11,984,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,5373,396,469,7,8,262,20,14,7,5,2444,223,185,9,7,235,25,10,10,4
1000,4,6,0,-1,-1,-1,-1,-1,-1,105,6,0,2,2,54,469.0,22,12,1,11,987,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1992,169,183,8,9,166,22,13,13,7,6171,742,695,12,11,353,33,34,9,9
1000,4,6,0,-1,-1,-1,-1,-1,126,22,5,0,0,2,52,417.0,-28,12,1,11,946,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2865,219,221,7,7,433,33,40,7,9,686,105,76,15,11,185,22,16,11,8
1000,4,6,0,-1,-1,-1,141,-1,-1,25,4,0,1,2,54,487.0,-10,12,1,11,934,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1253,89,73,7,5,203,15,12,7,5,669,44,57,6,8,156,9,22,5,14
1000,4,6,1,-30,34,-1,-1,-1,-1,114,3,0,0,2,53,483.0,-1,12,1,11,991,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,622,622,622,1637,100,131,6,8,242,17,13,7,5,8238,733,835,8,10,197,16,10,8,5
1000,4,6,0,-1,-1,-1,-1,-1,110,9,1,0,0,2,52,442.0,-18,12,1,11,1014,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1923,135,141,7,7,520,36,39,6,7,3893,269,331,6,8,258,19,26,7,10
1000,4,6,0,-1,-1,-1,-1,-1,29,88,10,0,1,2,54,455.0,8,12,1,11,921,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1190,70,77,5,6,100,5,4,5,4,4266,277,365,6,8,169,7,19,4,11
1000,4,6,0,-45,90,-1,-1,-1,46,21,11,0,0,2,50,467.0,-4,12,1,11,962,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,639,639,639,328,19,23,5,7,279,17,22,6,7,73,13,12,17,16,73,13,12,17,16
