course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1200,5,6,1,29,34,0,113,0,9,0,122,647.058823529,649.64964965,766.028402519,830.508474576,903.3792085,1142.496707,823.186877629,11,0,1,2,55,464.0,1,14,2,12,1377,12,0,2,0,16,8,0,1,0,12,2,0.0,0.0,764,767,771,6546,1327,993,20,15,487,110,72,22,14,4584,372,396,8,8,255,15,12,5,4
1200,5,6,0,109,55,0,116,0,0,51,167,662.647677618,638.4116297,785.047310757,843.1374421,903.3792085,1142.496707,829.186662612,12,0,-1,2,53,488.0,6,14,2,12,-1,6,0,0,0,0,5,0,0,0,0,1,0.0,0.0,792,792,792,2881,219,222,7,7,439,31,41,7,9,8241,733,837,8,10,196,16,12,8,6
1200,5,6,0,81,49,0,0,0,0,126,126,656.656656657,631.631631632,763.10483871,843.1374421,903.3792085,1142.496707,823.401080766,13,0,-1,2,55,525.0,4,14,2,12,-1,8,0,2,0,25,7,0,2,0,28,-1,-1,-1,-1,-1,-1,1999,171,183,8,9,166,24,13,14,7,6178,744,695,12,11,353,35,34,9,9
1200,5,6,0,-197,56,0,0,0,148,12,160,330.836824849,649.700598802,768.14516129,843.1374421,903.3792085,1142.496707,772.949323757,14,0,2,2,55,445.0,-11,14,2,12,1293,12,4,2,33,16,11,4,2,36,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3918,339,360,8,9,275,17,20,6,7
1200,5,6,1,37,27,0,0,0,180,18,198,664.670658683,663.010967099,810.987903226,843.1374421,903.3792085,1142.496707,837.947147768,2,0,1,2,55,487.0,1,14,2,12,1325,10,0,0,0,0,8,0,0,0,0,1,0.0,0.0,802,802,802,2540,188,223,7,8,158,20,22,12,13,4082,303,319,7,7,173,9,14,5,8
1200,5,6,0,-322,28,0,22,0,129,0,151,217.894516422,638.4116297,771.108628061,843.1374421,903.3792085,1142.496707,752.738021964,3,0,-1,2,53,479.0,-9,14,2,12,-1,7,1,0,14,0,5,1,0,20,0,2,0.0,0.0,769,769,770,7482,518,601,6,8,288,7,18,2,6,2451,223,185,9,7,237,25,9,10,3
1200,5,6,0,-72,28,0,0,0,115,30,145,677.180174186,664.328657315,789.314516129,843.1374421,903.3792085,1142.496707,836.639450872,4,0,-1,2,55,476.0,-2,14,2,12,-1,5,0,0,0,0,4,0,0,0,0,-1,-1,-1,-1,-1,-1,1938,136,142,7,7,532,36,40,6,7,4584,372,396,8,8,255,15,12,5,4
1200,5,6,1,37,27,0,14,0,94,0,108,663.672654691,638.4116297,764.620514349,818.365287588,903.3792085,1142.496707,821.824333638,5,0,1,2,55,491.0,1,14,2,12,1342,15,4,1,26,6,11,4,0,36,0,3,0.0,33.3,759,765,769,5635,696,655,12,11,236,37,34,15,14,8809,894,897,10,10,235,21,27,8,11
1200,5,6,0,-250,28,0,0,0,0,199,199,675.149700599,638.4116297,789.742469213,857.857857858,903.3792085,1142.496707,834.506262145,6,0,2,2,55,494.0,-7,14,2,12,1302,16,1,0,6,0,13,1,0,7,0,2,0.0,0.0,788,794,800,1171,51,56,4,4,141,4,5,2,3,1110,92,94,8,8,338,21,27,6,7
1200,5,6,0,411,34,0,0,0,182,0,182,672.00645067,638.4116297,800.561333827,843.1374421,903.3792085,1142.496707,833.332128633,7,0,1,2,55,497.0,14,14,2,12,1343,13,1,0,7,0,11,1,0,9,0,2,0.0,0.0,792,808,824,1305,98,83,7,6,93,2,6,2,6,2140,192,211,8,9,442,39,46,8,10
1200,5,6,1,-286,14,0,105,0,28,0,133,666.559019059,645.354645355,774.466502793,856.856856857,903.3792085,1142.496707,831.518823261,8,0,1,2,55,449.0,-4,14,2,12,1314,13,0,0,0,0,10,0,0,0,0,1,0.0,0.0,779,779,779,13501,2014,1850,14,13,413,39,52,9,12,8054,693,705,8,8,154,2,8,1,5
1200,5,6,0,-150,20,0,0,0,168,36,204,658.658658659,648.351648352,774.073062588,843.1374421,903.3792085,1142.496707,828.349454533,9,0,2,2,55,496.0,-3,14,2,12,1396,6,0,0,0,0,3,0,0,0,0,2,0.0,0.0,766,774,783,1644,100,132,6,8,242,16,14,6,5,3367,346,328,10,9,213,22,20,10,9
1300,5,6,0,-358,14,0,0,0,94,25,119,535.999605196,666.666666667,782.454857987,850.165046812,903.3792085,1142.496707,813.52701536,1,0,-1,3,55,461.0,-5,14,3,12,-1,9,0,0,0,0,4,0,0,0,0,2,0.0,0.0,845,849,854,5026,630,628,12,12,265,34,41,12,15,1117,68,76,6,6,215,8,12,3,5
1300,5,6,0,-36,28,0,0,0,119,29,148,450.756755639,644.390470088,726.106824109,850.364234459,920.504630612,1142.496707,789.103270318,10,0,-1,4,54,439.0,-1,14,3,12,-1,28,0,1,0,3,1,0,0,0,0,6,0.0,16.7,840,850,859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3898,270,331,6,8,255,20,24,7,9
1300,5,6,0,264,34,0,0,0,56,99,155,648.691288771,638.4116297,796.146672708,837.227568232,903.3792085,1142.496707,827.725512485,11,0,-1,3,55,469.0,9,14,3,12,-1,16,1,0,6,0,7,1,0,14,0,2,0.0,0.0,838,846,854,1254,89,73,7,5,199,14,12,7,6,570,72,43,12,7,211,32,19,15,9
1300,5,6,0,0,28,155,0,0,75,0,230,655.655655656,638.4116297,793.227354974,848.102329187,903.3792085,1142.496707,830.212147503,12,0,-1,3,53,483.0,0,14,3,12,-1,7,0,0,0,0,4,0,0,0,0,1,0.0,0.0,841,841,841,13501,2014,1850,14,13,413,39,52,9,12,674,44,58,6,8,158,9,23,5,14
1300,5,6,-1,-350,20,0,0,0,0,131,131,663.508148538,639.968634697,763.397018635,834.510595358,903.3792085,1142.496707,824.543385455,13,0,0,3,53,457.0,-7,14,3,12,1687,21,3,1,14,4,12,3,0,25,0,-1,-1,-1,-1,-1,-1,3058,115,143,3,4,107,4,8,3,7,3889,438,396,11,10,135,15,14,11,10
1300,5,6,0,107,28,0,0,0,116,26,142,655.960483096,638.4116297,794.560114973,843.1374421,920.667755398,1142.496707,832.539022045,14,0,-1,4,56,431.0,3,14,3,12,-1,8,0,0,0,0,1,0,0,0,0,1,0.0,0.0,843,843,843,2831,158,224,5,7,90,2,3,2,3,999,85,105,8,10,291,23,25,7,8
1300,5,6,0,-297,27,0,39,0,46,38,123,684.821351399,634.365634366,777.083864814,834.510595358,903.3792085,1142.496707,829.442893573,9,0,-1,3,55,464.0,-8,14,3,12,-1,7,1,1,14,14,3,1,1,33,33,-1,-1,-1,-1,-1,-1,2502,289,290,11,11,235,37,40,15,17,3367,346,328,10,9,213,22,20,10,9
1300,5,6,0,88,34,0,0,0,65,67,132,663.832852739,653.040877368,688.534246655,850.54020582,903.3792085,1142.496707,816.970683014,3,0,-1,3,55,497.0,3,14,3,12,-1,17,0,0,0,0,8,0,0,0,0,1,0.0,0.0,855,855,855,3088,210,240,6,7,111,4,2,3,1,3445,336,289,9,8,159,6,10,3,6
1300,5,6,0,428,21,0,110,0,0,25,135,673.103997473,638.4116297,777.965261815,844.660512207,920.658682635,1142.496707,832.882798472,4,0,-1,3,55,462.0,9,14,3,12,-1,27,0,2,0,7,12,0,1,0,8,9,0.0,0.0,821,846,873,1644,100,132,6,8,242,16,14,6,5,10014,904,967,9,9,326,33,29,10,8
1300,5,6,0,392,28,16,0,0,75,34,125,462.442416745,638.4116297,785.57541503,706.434535117,935.695930162,1142.496707,778.509438959,5,0,-1,4,56,498.0,11,14,3,12,-1,24,0,0,0,0,8,0,0,0,0,4,0.0,0.0,845,847,851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1117,68,76,6,6,215,8,12,3,5
1300,5,6,0,-572,21,0,138,0,0,37,175,662.509162509,652.652652653,794.745264311,844.601412714,943.113772455,1142.496707,840.019828607,6,0,2,3,55,486.0,-12,14,3,12,1733,15,1,0,6,0,10,1,0,10,0,-1,-1,-1,-1,-1,-1,1436,76,114,5,7,587,36,42,6,7,3918,339,360,8,9,275,17,20,6,7
1300,5,6,0,-239,21,0,0,0,41,85,126,662.488640946,639.720558882,765.973726839,831.987891019,903.3792085,1142.496707,824.341122198,7,0,1,3,55,464.0,-5,14,3,12,1693,19,0,2,0,10,12,0,1,0,8,1,0.0,0.0,830,830,830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3830,348,353,9,9,182,13,18,7,9
1300,5,6,0,523,21,0,0,0,0,67,67,665.852469404,641.921062243,770.916334661,862.454046045,911.002128414,1142.496707,832.440457961,8,0,1,3,55,457.0,11,14,3,12,1734,25,0,1,0,4,11,0,0,0,0,3,0.0,0.0,824,872,912,1817,75,112,4,6,84,2,1,2,1,3445,336,289,9,8,159,6,10,3,6
1300,5,6,0,500,28,0,0,0,74,15,89,652.479132439,638.4116297,788.868219357,859.340288049,926.02371324,1142.496707,834.603281631,2,0,-1,4,56,469.0,14,14,3,12,-1,32,0,0,0,0,1,0,0,0,0,16,0.0,0.0,847,861,869,2178,82,126,3,5,38,5,2,13,5,4082,303,319,7,7,173,9,14,5,8
1000,5,4,1.0,17,174,0,0,0,0,105,105,494.667492673,647.884689246,775.2310909,843.1374421,903.3792085,1142.496707,801.132771737,1,4,-1,3,53.5,429.0,3,12,4,12,-1,3,0,0,0,0,1,0,0,0,0,2,0.0,0.0,641,649,658,4148,310,307,7,7,64,3,3,4,4,7418,599,657,8,8,200,18,18,9,9
1000,5,4,0,-223,27,0,0,0,76,0,76,639.039217447,630.934286911,769.551571997,835.965619468,905.790290835,1142.496707,820.62961561,10,4,-1,4,51,455.0,-6,12,4,12,-1,38,0,0,0,0,12,0,0,0,0,4,0.0,0.0,632,633,637,47,4,4,8,8,21,4,0,19,0,1311,102,107,7,8,179,14,8,7,4
1000,5,4,-4.5,125,48,106,0,0,23,63,192,687.334719025,622.698468544,801.0,873.379860419,903.3792085,1142.496707,838.381493915,11,0,-1,3,51,457.0,6,12,4,12,-1,13,2,1,15,7,2,0,0,0,0,9,22.2,33.3,609,622,643,5380,399,469,7,8,263,23,13,8,4,822,45,57,5,6,208,12,15,5,7
1000,5,4,1,523,21,0,114,0,88,0,202,656.656656657,618.871631737,765.32194575,827.423077924,903.564831913,1142.496707,819.055808497,12,4,1,3,53,496.0,11,12,4,12,1704,20,0,1,0,5,8,0,1,0,12,3,0.0,0.0,607,617,633,1254,89,73,7,5,199,14,12,7,6,3658,276,300,7,8,315,22,38,6,12
1000,5,4,2,35,28,0,0,0,71,84,155,637.724550898,616.121397514,775.2310909,843.1374421,903.3792085,1142.496707,819.681732819,2,4,2,2,55,448.0,1,12,4,12,1388,12,0,3,0,25,10,0,3,0,30,2,0.0,0.0,616,617,619,5635,696,655,12,11,236,37,34,15,14,10014,904,967,9,9,326,33,29,10,8
1000,5,4,0.0,0,1000,0,0,0,0,119,119,661.676646707,613.911290323,775.2310909,843.1374421,903.3792085,1142.496707,823.305397588,9,4,2,2,54.5,460.0,12,12,4,12,1363,6,0,0,0,0,6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1086,107,121,9,11,189,23,23,12,12
1000,5,4,0.0,0,1000,0,34,0,0,63,97,651.052446869,617.943548387,775.2310909,843.1374421,903.3792085,1142.496707,822.206740626,4,4,2,2,54.5,490.0,-7,12,4,12,1407,9,0,0,0,0,9,0,0,0,0,-1,-1,-1,-1,-1,-1,6546,1327,993,20,15,487,110,72,22,14,2194,144,178,6,8,161,10,8,6,4
1000,5,4,1,-109,83,0,0,0,142,21,163,664.664664665,638.4116297,781.218781219,843.1374421,903.3792085,1142.496707,828.884738864,5,7,-1,3,53,489.0,-9,12,4,12,-1,2,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,5026,630,628,12,12,265,34,41,12,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000,5,4,5.0,111,27,0,0,0,208,9,217,668.642258708,626.269376925,765.82883093,846.082019606,896.779708992,1142.496707,824.349817027,6,4,-1,3,56.5,493.0,3,12,4,12,-1,21,1,1,4,4,4,0,0,0,0,3,0.0,0.0,619,629,648,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10543,807,931,7,8,337,21,25,6,7
1000,5,4,0.5,-1000,13,0,116,0,24,0,140,662.674650699,631.167723406,775.2310909,843.1374421,923.230309073,1142.496707,829.65632053,7,4,1,2,54,487.0,-13,12,4,12,1351,15,0,2,0,13,13,0,2,0,15,1,0.0,0.0,641,641,641,13501,2014,1850,14,13,413,39,52,9,12,8054,693,705,8,8,154,2,8,1,5
1000,5,4,0.0,0,1000,0,0,0,109,46,155,658.366533865,634.072580645,775.2310909,843.1374421,903.3792085,1142.496707,826.113927168,8,2,0,2,52.5,469.0,-1,12,4,12,1337,6,0,0,0,0,6,0,0,0,0,-1,-1,-1,-1,-1,-1,2743,205,217,7,7,446,39,41,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1000,5,4,0.0,0,1000,0,0,0,27,110,137,157.120271657,599.798387097,775.2310909,843.1374421,903.3792085,1142.496707,736.860517876,3,4,-1,2,54.5,509.0,-1,12,4,12,-1,10,2,0,20,0,10,2,0,20,0,-1,-1,-1,-1,-1,-1,2881,219,222,7,7,439,31,41,7,9,8809,894,897,10,10,235,21,27,8,11
1200,5,5,3,235,34,0,0,0,0,109,109,666.999002991,638.4116297,755.529203505,843.1374421,903.3792085,1142.496707,824.992198966,1,0,-1,2,56,498.0,8,14,5,12,-1,13,5,2,38,15,9,4,1,44,11,4,25.0,50.0,746,759,770,1999,171,183,8,9,166,24,13,14,7,6178,744,695,12,11,353,35,34,9,9
1200,5,5,1.0,144,97,0,170,0,0,0,170,654.654654655,632.616635608,762.232712447,836.992836993,903.3792085,1142.496707,822.062125867,10,0,-1,3,56.5,450.0,14,14,5,12,-1,14,0,4,0,28,1,0,0,0,0,7,0.0,28.6,757,763,770,1938,136,142,7,7,532,36,40,6,7,2224,230,201,10,9,159,14,16,8,10
1200,5,5,0.5,200,20,0,0,0,103,9,112,433.634075383,643.856143856,781.826729734,858.056395734,923.762921917,1142.496707,797.272162271,11,0,-1,5,55,472.0,4,14,5,12,-1,21,1,0,4,0,1,0,0,0,0,6,0.0,0.0,763,783,803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1734,147,141,8,8,206,23,12,11,5
1200,5,5,-1,-429,14,0,0,0,223,10,233,449.115521233,641.030925933,751.88747215,626.032101803,894.211576846,1142.496707,750.795717494,12,0,1,3,52,494.0,-6,14,5,12,1706,22,3,2,13,9,14,2,2,14,14,1,0.0,0.0,750,750,750,47,4,4,8,8,21,4,0,19,0,2140,192,211,8,9,442,39,46,8,10
1200,5,5,1,-58,35,0,134,0,16,0,150,660.678642715,622.622622623,762.066652744,843.1374421,903.3792085,1142.496707,822.39687928,13,0,1,2,55,509.0,-2,14,5,12,1314,10,4,4,40,40,8,3,3,37,37,1,0.0,100.0,758,758,758,1436,76,114,5,7,587,36,42,6,7,3460,302,310,8,8,170,34,20,20,11
1200,5,5,-1,323,34,0,0,0,0,164,164,651.651651652,657.370517928,756.164198705,843.1374421,903.3792085,1142.496707,825.699954314,14,0,2,2,54,519.0,11,14,5,12,1311,8,2,2,25,25,6,1,2,16,33,1,100.0,100.0,753,753,753,723,108,98,14,13,451,70,76,15,16,5380,723,584,13,10,285,41,22,14,7
1200,5,5,-0.5,-286,28,0,0,0,31,127,158,662.008662009,621.621621622,777.04421072,857.196787149,903.3792085,1142.496707,827.2911995,9,0,-1,3,53,473.0,-8,14,5,12,-1,15,1,1,6,6,3,0,0,0,0,9,11.1,22.2,752,779,819,894,105,80,11,8,434,48,45,11,10,2186,199,187,9,8,215,14,12,6,5
1200,5,5,2.0,71,28,0,0,0,135,0,135,644.677611743,528.615501068,767.503676602,843.676884375,925.074925075,1142.496707,808.674217644,3,0,-1,4,54.5,440.0,2,14,5,12,-1,19,1,1,5,5,2,0,0,0,0,7,0.0,14.3,751,768,778,3058,115,143,3,4,107,4,8,3,7,6717,536,581,7,8,144,12,9,8,6
1200,5,5,1.5,142,28,0,0,0,13,141,154,628.74251497,619.095477387,750.0,843.1374421,903.3792085,1142.496707,814.475224993,4,0,0,2,55.5,494.0,4,14,5,12,1387,15,7,2,46,13,11,6,0,54,0,3,0.0,66.7,739,753,772,3037,270,269,8,8,329,32,24,9,7,1285,168,133,13,10,256,39,33,15,12
1200,5,5,4.0,-48,21,0,0,0,140,10,150,677.196804999,643.19193813,768.446086565,824.085437607,893.743793446,1142.496707,824.860127958,5,0,1,3,56.5,460.0,-1,14,5,12,1677,28,0,4,0,14,13,0,2,0,15,9,0.0,22.2,755,771,796,6546,1327,993,20,15,487,110,72,22,14,10543,807,931,7,8,337,21,25,6,7
1200,5,5,0.5,178,28,0,118,0,0,0,118,642.357642358,633.092322495,773.430969824,843.687374749,899.201596806,1142.496707,822.377768872,6,0,-1,3,52,456.0,5,14,5,12,-1,13,0,3,0,23,3,0,0,0,0,5,0.0,20.0,762,775,804,2881,219,222,7,7,439,31,41,7,9,8809,894,897,10,10,235,21,27,8,11
1200,5,5,0.5,-38,27,0,0,0,167,0,167,666.769676157,636.693615035,617.614816384,829.170829171,905.050505051,1142.496707,799.632691466,7,0,1,3,54.5,471.0,-1,14,5,12,1741,19,1,3,5,15,11,0,2,0,18,3,33.3,33.3,753,777,811,5026,630,628,12,12,265,34,41,12,15,674,44,58,6,8,158,9,23,5,14
1200,5,5,1,-358,14,0,0,0,112,0,112,673.42527861,647.821667396,787.914525433,851.986032709,910.701965505,1142.496707,835.724362775,8,0,-1,4,52,471.0,-5,14,5,12,-1,33,0,1,0,3,11,0,0,0,0,11,0.0,0.0,768,791,827,7482,518,601,6,8,288,7,18,2,6,5272,390,430,7,8,177,11,11,6,6
1200,5,5,2.5,392,28,0,0,0,68,89,157,327.018445661,647.647647648,753.024193548,824.137962382,903.3792085,1129.6111665,764.136437373,2,0,-1,2,53.5,501.0,11,14,5,12,-1,12,3,2,25,16,8,2,2,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,683,87,79,12,11,263,39,41,14,15
1400,5,4,-0.5,-223,27,0,58,0,0,59,117,663.672654691,638.4116297,775.2310909,840.0,893.939393939,1142.496707,825.625246038,11,4,1,2,52.5,469.0,-6,14,6,12,1319,10,1,1,10,10,8,1,1,12,12,1,0.0,0.0,894,894,894,723,108,98,14,13,451,70,76,15,16,1086,107,121,9,11,189,23,23,12,12
1400,5,4,0.5,150,20,0,0,0,197,0,197,668.518168518,629.740518962,764.112903226,843.1374421,899.69023569,1142.496707,824.615995916,12,2,1,2,52,501.0,3,14,6,12,1362,16,0,2,0,12,12,0,2,0,16,2,0.0,0.0,892,895,898,2743,205,217,7,7,446,39,41,8,9,7687,720,728,9,9,247,30,30,12,12
1400,5,4,-1.0,365,41,0,0,0,57,79,136,442.563526321,638.4116297,772.410358566,843.1374421,915.151515152,1142.496707,792.36186314,13,4,2,2,52.5,498.0,15,14,6,12,1382,11,1,1,9,9,9,1,1,11,11,-1,-1,-1,-1,-1,-1,2881,219,222,7,7,439,31,41,7,9,1117,68,76,6,6,215,8,12,3,5
1400,5,4,1,-72,14,0,0,0,80,82,162,633.725198032,425.359736737,778.166334661,843.0,898.891447346,1142.496707,786.939903963,14,4,-1,3,52,511.0,-1,14,6,12,-1,15,0,0,0,0,4,0,0,0,0,3,0.0,0.0,900,903,905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2140,192,211,8,9,442,39,46,8,10
1400,5,4,0.0,-112,27,0,0,0,199,0,199,676.752044525,628.443091417,769.745290875,833.934556323,895.404638017,1142.496707,824.462721359,2,4,-1,4,54.5,476.0,-3,14,6,12,-1,37,0,0,0,0,11,0,0,0,0,5,0.0,0.0,881,897,919,2540,188,223,7,8,158,20,22,12,13,7315,693,750,9,10,274,43,31,15,11
1400,5,4,2.5,148,27,0,80,0,44,45,169,648.70259481,638.4116297,756.624712848,820.0,881.818181818,1142.496707,814.675637696,3,4,1,2,55.5,494.0,4,14,6,12,1354,14,3,4,21,28,10,3,3,30,30,1,0.0,100.0,877,877,877,13501,2014,1850,14,13,413,39,52,9,12,683,87,79,12,11,263,39,41,14,15
1400,5,4,0,107,28,0,0,0,150,20,170,663.663663664,619.095477387,775.2310909,843.1374421,900.0,1142.496707,823.937396842,10,4,2,2,53,522.0,3,14,6,12,1329,7,0,0,0,0,6,0,0,0,0,-1,-1,-1,-1,-1,-1,894,105,80,11,8,434,48,45,11,10,2186,199,187,9,8,215,14,12,6,5
1400,5,4,1.0,259,27,0,0,0,79,65,144,664.670658683,628.85467721,775.2310909,843.1374421,892.929292929,1142.496707,824.55331147,5,4,2,2,53.5,469.0,7,14,6,12,1338,12,1,0,8,0,9,1,0,11,0,1,0.0,0.0,881,881,881,1254,89,73,7,5,199,14,12,7,6,3367,346,328,10,9,213,22,20,10,9
1400,5,4,-2.5,-343,35,0,304,0,0,0,304,642.714570858,638.4116297,774.900398406,843.1374421,892.457542458,1142.496707,822.35304842,6,4,1,2,52.5,516.0,-12,14,6,12,1342,10,1,0,10,0,8,1,0,12,0,1,0.0,0.0,904,904,904,3037,270,269,8,8,329,32,24,9,7,3658,276,300,7,8,315,22,38,6,12
1400,5,4,-2.5,-371,27,0,0,0,125,13,138,664.523566398,632.45819918,771.7881814,850.14985015,892.099050204,1142.496707,825.585925722,7,4,2,4,51,470.0,-10,14,6,12,2064,15,0,0,0,0,9,0,0,0,0,3,0.0,0.0,884,893,901,469,68,43,14,9,338,51,33,15,9,1311,102,107,7,8,179,14,8,7,4
1400,5,4,-1.5,185,27,0,0,0,146,11,157,648.351648352,638.4116297,765.212028287,843.1374421,880.293155435,1117.88211788,815.548003626,8,0,2,3,55,472.0,5,14,6,12,1698,12,3,2,25,16,8,2,1,25,12,3,33.3,66.7,877,882,886,6546,1327,993,20,15,487,110,72,22,14,692,105,76,15,10,187,21,16,11,8
1400,5,4,1,0,34,0,0,0,0,173,173,698.698698699,638.4116297,769.230769231,843.1374421,896.96969697,1142.496707,831.49082395,9,4,2,2,53,469.0,0,14,6,12,1398,10,1,0,10,0,9,1,0,11,0,-1,-1,-1,-1,-1,-1,1436,76,114,5,7,587,36,42,6,7,570,72,43,12,7,211,32,19,15,9
1400,5,4,0,333,27,0,0,0,116,15,131,647.704590818,625.580430025,762.860585841,839.932288107,895.281688737,1142.496707,818.976048421,1,4,-1,3,56,515.0,9,14,6,12,-1,29,0,0,0,0,10,0,0,0,0,5,0.0,0.0,890,894,899,5635,696,655,12,11,236,37,34,15,14,10543,807,931,7,8,337,21,25,6,7
1400,5,4,-1,171,35,0,155,0,18,0,173,659.902527945,637.883646358,779.629322699,831.226632369,897.827369238,1142.496707,824.827700935,4,2,2,3,52,486.0,6,14,6,12,1724,20,0,0,0,0,10,0,0,0,0,3,0.0,0.0,894,898,905,1644,100,132,6,8,242,16,14,6,5,4584,372,396,8,8,255,15,12,5,4
