course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,5,6,0.5,57,35,-1,-1,-1,61,74,7,쌩쌩돌이,한,수,3,54.5,함완식,김양선,강석대,480,2,12,8,11,1329,14,3,1,21,7,10,3,0,30,0,6,16.7,16.7,810,819,829,5012,627,624,12,12,266,33,39,12,14,8799,892,896,10,10,239,20,28,8,11,842.97
1300,5,6,2.5,-72,56,-1,-1,-1,245,-1,8,검령,한,수,3,53.5,문세영,신삼영,드림커뮤니티,504,-4,12,8,11,1341,9,2,1,22,11,7,2,1,28,14,4,50.0,50.0,817,822,827,6520,1320,988,20,15,494,111,72,22,14,1175,120,109,10,9,211,19,30,9,14,846.4
1300,5,6,-2.5,55,36,-1,-1,-1,155,15,6,블랙파워,한,거,3,53,이상혁,정지은,유영준,495,2,12,8,11,1306,8,2,0,25,0,8,2,0,25,0,3,66.7,66.7,822,828,836,3029,269,269,8,8,344,33,25,9,7,8232,732,835,8,10,197,16,10,8,5,844.95
1300,5,6,1.5,-48,21,-1,-1,-1,144,14,5,환희의순간,한,수,4,54.5,이현종,김점오,과천시청,454,-1,12,8,11,1705,26,2,2,7,7,11,1,0,9,0,12,16.7,25.0,814,830,863,453,65,43,14,9,339,50,35,14,10,7675,719,726,9,9,249,31,28,12,11,847.26
1300,5,6,0,45,22,-1,-1,-1,-1,156,4,아름다운순간,한,암,3,51,이동하,하재흥,(주)자성실업,466,1,12,8,11,1315,10,3,0,30,0,9,3,0,33,0,3,33.3,33.3,825,837,850,83,9,9,10,10,83,9,9,10,10,9996,903,967,9,9,319,33,29,10,9,847.17
1300,5,6,0,428,28,-1,-1,-1,111,61,3,라이징퓨처,한,수,4,56,김동수,임봉춘,진교원,466,12,12,8,11,1672,17,3,3,17,17,9,1,2,11,22,8,12.5,37.5,811,828,850,870,69,82,7,9,362,30,34,8,9,3645,275,298,7,8,315,21,36,6,11,844.71
1300,5,6,1.5,47,21,-1,-1,-1,165,-1,2,사려니킹,한,거,3,57,부민호,박희철,오영익,455,1,12,8,11,1374,11,2,2,18,18,10,2,2,20,20,6,16.7,33.3,811,829,853,1300,98,82,7,6,95,2,5,2,5,3906,339,359,8,9,274,18,20,6,7,844.46
1300,5,6,0.5,-345,29,-1,-1,-1,30,80,12,★해피스트,한,수,3,52.5,임란,손영표,정안,481,-10,12,8,11,1334,9,2,0,22,0,9,2,0,22,0,5,40.0,40.0,817,834,851,256,20,15,7,5,256,20,15,7,5,2181,198,187,9,8,222,15,12,6,5,848.22
1300,5,6,0.5,-372,35,-1,-1,-1,-1,107,11,인본챔프,한,암,3,52.5,장추열,박대흥,(주)디알엠씨티,459,-13,12,8,11,1314,11,2,1,18,9,9,2,1,22,11,4,50.0,50.0,817,822,828,1984,167,183,8,9,165,20,13,12,7,5368,722,583,13,10,283,41,21,14,7,842.07
1300,5,6,2,171,35,-1,16,-1,-1,169,9,미스터탱크,한,수,4,53,이준철,김대근,김경민,482,6,12,8,11,1674,30,1,2,3,6,11,1,0,9,0,8,0.0,0.0,814,830,868,2526,187,221,7,8,151,19,23,12,15,7303,691,749,9,10,272,42,34,15,12,850.31
1300,5,6,0,112,267,9,-1,-1,107,70,1,불꽃왕자,한,거,4,57,페로비치,박윤규,박기태,530,30,12,8,11,1694,17,2,2,11,11,12,2,2,16,16,3,33.3,33.3,815,834,852,691,103,93,14,13,448,67,74,14,16,2854,228,246,7,8,252,16,33,6,13,849.67
1300,5,6,2,357,28,-1,-1,-1,-1,127,10,몽글몽글,한,암,3,53,김정준,배대선,오왕근,464,10,12,8,11,1311,7,2,1,28,14,7,2,1,28,14,-1,-1,-1,-1,-1,-1,1181,70,76,5,6,91,5,3,5,3,6159,739,694,11,11,349,30,34,8,9,842.05
