course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,3,4,3,185,27,0,0,0,35,83,118,628,628,762,830,888,1124,846,809,830,863,8,0,2,3,53.5,460,5,12,11,12,1401,12,2,2,16,16,10,2,2,20,20,1,3,8,837,845,853,1313,98,83,7,6,95,2,6,2,6,3927,339,360,8,9,275,17,20,6,7
1300,3,4,4,62,48,0,0,0,37,50,87,631,638,767,829,894,1131,851,825,829,831,7,0,0,3,51,474,3,12,11,12,1370,10,1,4,10,40,10,1,4,10,40,1,3,8,837,845,853,2754,207,218,7,7,431,38,42,8,9,2877,232,247,8,8,251,18,31,7,12
1300,3,4,2,296,27,0,0,0,0,108,108,642,616,759,826,885,1119,843,833,841,849,6,0,2,2,52,475,8,12,11,12,948,3,2,1,66,33,3,2,1,66,33,0,0,0,837,845,853,754,115,101,15,13,460,73,77,15,16,1300,171,134,13,10,259,41,34,15,13
1300,3,4,5,24,41,0,0,0,42,119,161,631,624,771,835,892,1130,851,835,835,835,5,0,1,3,51,486,1,12,11,12,1350,10,2,0,20,0,8,2,0,25,0,1,3,8,837,845,853,445,43,44,9,9,316,33,38,10,12,3232,239,277,7,8,303,23,30,7,9
1300,3,4,1,-112,27,0,0,0,23,79,102,632,626,755,824,882,1116,840,833,841,849,10,0,0,3,52,461,-3,12,11,12,1338,8,2,1,25,12,8,2,1,25,12,1,3,8,837,845,853,2014,171,185,8,9,171,21,12,12,7,6196,744,697,12,11,355,30,33,8,9
1300,3,4,2,71,42,0,0,0,70,37,107,627,627,768,816,885,1123,846,809,816,823,11,0,2,3,57,447,3,12,11,12,1333,8,3,1,37,12,8,3,1,37,12,1,3,8,837,845,853,2896,221,224,7,7,430,32,41,7,9,2160,194,215,8,9,444,38,49,8,11
1300,3,4,2,190,21,0,141,0,0,18,159,635,624,758,819,883,1118,842,812,819,825,4,0,2,3,52,502,4,12,11,12,1359,7,1,2,14,28,6,1,2,16,33,1,3,8,837,845,853,483,69,44,14,9,336,49,32,14,9,8059,694,705,8,8,152,3,8,1,5
1300,3,4,0,542,35,0,0,0,29,94,123,625,625,767,822,891,1119,843,815,822,838,3,0,0,3,52,453,19,12,11,12,1345,13,1,3,7,23,12,1,3,8,25,1,3,8,837,845,853,3046,271,269,8,8,317,31,23,9,7,5279,391,430,7,8,176,12,10,6,5
1300,3,4,0,178,28,0,0,0,65,58,123,634,634,771,832,898,1158,855,811,832,850,2,0,2,4,52.5,477,5,12,11,12,1723,28,3,2,10,7,13,3,1,23,7,1,3,8,837,845,853,905,74,84,8,9,367,31,30,8,8,2459,223,187,9,7,235,24,10,10,4
1300,3,4,5,-371,27,0,71,0,108,0,179,630,630,765,830,909,1128,849,813,830,847,12,0,1,4,51,456,-10,12,11,12,1699,18,3,3,16,16,9,1,2,11,22,1,3,8,837,845,853,114,10,10,8,8,114,10,10,8,8,3670,276,302,7,8,317,21,39,6,12
1300,3,4,2,259,27,0,0,0,29,88,117,625,625,756,823,894,1120,843,811,823,839,9,0,1,3,56.5,487,7,12,11,12,1356,15,4,1,26,6,10,3,0,30,0,1,3,8,837,845,853,5041,633,629,12,12,269,37,41,13,15,8815,896,897,10,10,230,21,26,9,11
1300,3,4,0,250,28,0,0,0,164,17,181,624,624,756,823,896,1117,841,823,823,823,1,0,1,3,52.5,510,7,12,11,12,1365,10,2,2,20,20,9,2,2,22,22,1,3,8,837,845,853,1656,100,132,6,7,244,16,14,6,5,6722,536,581,7,8,142,11,9,7,6
