course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1200,18,0,2,148,27,14,0,0,36,87,137,640,624,763,835,889,1124,846,762,772,785,1,0,0,2,53,500,4,13,13,12,986,6,2,1,33,16,6,2,1,33,16,0,0,0,758,768,781,1662,101,132,6,7,241,17,14,7,5,2287,217,212,9,9,207,17,21,8,10
1200,18,0,1,142,14,0,0,0,0,78,78,636,615,755,825,879,1112,838,762,772,785,10,0,1,2,55,505,2,13,13,12,1057,5,1,3,20,60,5,1,3,20,60,0,0,0,758,768,781,771,116,103,15,13,452,69,72,15,15,1308,171,135,13,10,256,38,35,14,13
1200,18,0,0,-115,35,0,0,0,0,144,144,655,630,776,844,904,1143,861,762,772,785,11,0,2,2,55,479,-4,13,13,12,967,3,1,1,33,33,3,1,1,33,33,1,100,100,763,763,763,5654,699,657,12,11,236,38,31,16,13,2097,218,178,10,8,272,30,30,11,11
1200,18,0,1,187,48,0,0,0,54,46,100,637,632,789,845,903,1142,860,789,789,789,12,0,1,2,55,476,9,13,13,12,1014,5,1,0,20,0,5,1,0,20,0,1,0,0,792,792,792,1972,139,143,7,7,525,37,41,7,7,2466,224,188,9,7,231,25,11,10,4
1200,18,0,1,47,21,0,0,0,24,90,114,651,633,774,842,902,1141,859,762,772,785,13,0,1,2,55,438,1,13,13,12,976,6,0,0,0,0,6,0,0,0,0,1,0,0,746,746,746,5049,634,630,12,12,256,35,38,13,14,2884,233,247,8,8,250,19,28,7,11
1200,18,0,0,50,20,0,0,0,104,0,104,627,618,754,820,879,1112,837,762,772,785,2,0,0,2,53,487,1,13,13,12,1023,5,2,0,40,0,5,2,0,40,0,1,0,0,769,769,769,2609,362,281,13,10,297,28,37,9,12,2884,233,247,8,8,250,19,28,7,11
1200,18,0,3,-143,35,0,0,0,36,100,136,644,622,753,821,885,1119,843,753,753,753,9,0,2,2,55,480,-5,13,13,12,1020,6,1,3,16,50,6,1,3,16,50,2,0,0,753,753,754,2514,290,291,11,11,221,35,35,15,15,2287,217,212,9,9,207,17,21,8,10
1200,18,0,2,-38,27,0,0,0,46,92,138,655,626,772,840,899,1138,857,762,772,785,4,0,1,2,55,469,-1,13,13,12,1018,3,1,2,33,66,3,1,2,33,66,0,0,0,758,768,781,930,110,86,11,9,444,52,50,11,11,3915,272,333,6,8,246,18,26,7,10
1200,18,0,0,-450,20,0,0,0,88,25,113,642,612,748,824,882,1116,840,748,748,748,5,0,1,2,55,517,-9,13,13,12,1023,4,2,0,50,0,4,2,0,50,0,2,50,50,748,749,750,490,69,45,14,9,330,47,32,14,9,5399,729,584,13,10,284,46,21,16,7
1200,18,0,0,250,28,0,0,0,52,91,143,647,622,766,833,892,1128,850,762,772,785,6,0,1,2,55,481,7,13,13,12,1022,3,2,1,66,33,3,2,1,66,33,0,0,0,758,768,781,2908,221,224,7,7,417,31,39,7,9,699,90,81,12,11,259,40,39,15,15
1200,18,0,1,444,27,0,0,0,87,13,100,650,625,775,843,903,1142,860,762,772,785,7,0,1,2,55,494,12,13,13,12,985,2,0,1,0,50,2,0,1,0,50,0,0,0,758,768,781,1101,62,61,5,5,127,7,9,5,7,1015,88,108,8,10,282,25,24,8,8
1200,18,0,1,111,27,0,0,0,20,126,146,657,630,773,841,901,1140,858,762,772,785,8,0,1,2,55,530,3,13,13,12,1012,4,1,1,25,25,4,1,1,25,25,0,0,0,758,768,781,6578,1332,995,20,15,494,112,71,22,14,10565,810,932,7,8,335,24,24,7,7
1200,18,0,3,0,20,0,0,0,0,157,157,620,622,754,820,879,1111,837,762,772,785,3,0,1,2,55,477,0,13,13,12,999,2,2,0,100,0,2,2,0,100,0,0,0,0,758,768,781,4646,714,613,15,13,452,55,41,12,9,10038,906,969,9,9,324,35,29,10,8
