course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1000,5,5,-0.5,227,22,-1,-1,-1,80,18,1,키스미,한,암,6,52,김옥성,서정하,변영남,437.0,5,11,3,11,2460,28,1,2,3,7,12,0,0,0,0,2,0.0,0.0,621,624,627,7474,518,601,6,8,281,7,18,2,6,2188,144,178,6,8,158,10,9,6,5,628.07
1000,5,5,0,85,35,-1,-1,-1,152,-1,10,로열정상,한,암,3,51,이철경,서인석,조금제,464.0,3,11,3,11,1334,10,0,2,0,20,10,0,2,0,20,6,0.0,33.3,607,624,641,77,1,5,1,6,77,1,5,1,6,2133,192,210,9,9,447,40,45,8,10,625.57
1000,5,5,2,320,78,-1,-1,-1,-1,101,11,★뉴난초,한,암,3,54,김귀배,이관호,백운창,447.0,25,11,3,11,1337,13,1,1,7,7,10,0,1,0,10,6,0.0,0.0,616,630,651,4145,310,307,7,7,62,3,3,4,4,566,71,42,12,7,211,31,18,14,8,631.69
1000,5,5,0.0,-16,63,-1,-1,-1,90,46,2,안양치타,한,암,2,53.5,김혜선,구자흥,(주)에이에프피,399.0,-1,11,3,11,983,2,1,1,50,50,2,1,1,50,50,2,50.0,100.0,622,626,630,2732,205,216,7,7,444,39,40,8,9,1084,107,121,9,11,191,23,23,12,12,621.38
1000,5,5,0.0,-72,42,-1,-1,-1,82,45,3,쾌한여장부,한,암,2,53.5,문세영,김동균,김영근,432.0,-3,11,3,11,947,2,1,0,50,0,2,1,0,50,0,2,50.0,50.0,624,624,624,6538,1325,991,20,15,495,110,74,22,14,1104,91,94,8,8,341,22,27,6,7,623.08
1000,5,5,1,-10,106,-1,-1,-1,79,54,9,퍼펙트빅씨,한,암,3,53,조인권,곽영효,이선종,483.0,-1,11,3,11,1380,14,1,2,7,14,9,0,1,0,11,9,11.1,33.3,616,626,636,2565,355,276,13,10,253,21,32,8,12,3882,438,394,11,10,132,16,12,12,9,627.07
1000,5,5,1,47,21,141,-1,-1,-1,-1,5,선요,한,암,3,53,문정균,허재영,우상우,462.0,1,11,3,11,1299,8,0,2,0,25,8,0,2,0,25,5,0.0,0.0,623,626,632,5373,396,469,7,8,262,20,14,7,5,819,45,57,5,6,207,12,16,5,7,624.88
1000,5,5,3.0,-86,35,120,-1,-1,-1,18,6,세븐크라운,한,암,2,55.5,임기원,안병기,홍종운,496.0,-3,11,3,11,959,5,1,1,20,20,5,1,1,20,20,4,25.0,50.0,620,624,632,877,103,79,11,9,426,47,44,11,10,2254,212,206,9,9,174,12,15,6,8,619.59
1000,5,5,1.5,214,28,-1,-1,-1,94,12,7,금곡성,한,암,3,55.5,벨리,서범석,오상철,442.0,6,11,3,11,1303,9,1,1,11,11,9,1,1,11,11,3,33.3,66.7,622,634,642,78,4,1,5,1,78,4,1,5,1,3825,348,353,9,9,182,13,18,7,9,628.51
1000,5,5,-1,214,28,-1,-1,-1,-1,137,8,탄성연발,한,암,4,52,황종우,박흥진,김광영,400.0,6,11,3,11,1707,19,1,0,5,0,13,0,0,0,0,3,0.0,0.0,628,635,641,667,24,30,3,4,87,1,2,1,2,8049,693,705,8,8,155,2,8,1,5,633.07
1000,5,5,-1,-96,42,-1,-1,-1,108,11,4,민트,한,암,4,55,이아나,서정하,함병만,392.0,-4,11,3,11,1686,8,1,1,12,12,8,1,1,12,12,1,0.0,100.0,628,628,628,1003,49,44,4,4,107,5,3,4,2,2188,144,178,6,8,158,10,9,6,5,632.47
