course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,5,6,0,201,104,0,0,0,128,16,144,646.706586826,657.684630739,775.2310909,843.1374421,903.3792085,1142.496707,828.105944344,1,0,1,2,54,488.0,21,12,1,12,956,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,659,659,659,723,108,98,14,13,451,70,76,15,16,2140,192,211,8,9,442,39,46,8,10
1000,5,6,-0.5,228,35,0,0,0,56,30,86,655.692958723,669.66966967,775.2310909,843.1374421,903.3792085,1142.496707,831.601179482,10,0,0,2,52,431.0,8,12,1,12,968,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,652,660,669,889,70,83,7,9,366,28,33,7,9,104,3,8,2,7,104,3,8,2,7
1000,5,6,1,142,35,0,0,0,0,127,127,634.365634366,627.744510978,775.2310909,843.1374421,903.3792085,1142.496707,821.059098974,11,0,1,2,55,525.0,5,12,1,12,1010,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,629,629,630,1644,100,132,6,8,242,16,14,6,5,5272,390,430,7,8,177,11,11,6,6
1000,5,6,0,0,41,0,0,0,166,14,180,655.694616772,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,826.391782495,12,0,1,2,54,489.0,0,12,1,12,980,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,630,630,630,1094,61,60,5,5,135,8,9,5,6,999,85,105,8,10,291,23,25,7,8
1000,5,6,0,-393,28,0,0,0,201,0,201,658.658658659,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,826.885789476,2,0,0,2,52,463.0,-11,12,1,12,1008,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,653,653,653,3058,115,143,3,4,107,4,8,3,7,1185,121,110,10,9,211,20,29,9,13
1000,5,6,1,0,21,0,89,0,0,34,123,673.159686633,639.092299714,775.2310909,859.719438878,903.3792085,1142.496707,832.179738604,3,0,0,2,53,442.0,0,12,1,12,999,4,0,0,0,0,4,0,0,0,0,3,0.0,0.0,633,639,643,7482,518,601,6,8,288,7,18,2,6,643,49,42,7,6,173,17,6,9,3
1000,5,6,0,321,28,0,101,0,0,41,142,671.656686627,636.136136136,780.876494024,843.1374421,903.3792085,1142.496707,829.613779064,4,0,0,2,52,460.0,9,12,1,12,985,4,0,0,0,0,4,0,0,0,0,3,0.0,0.0,632,637,640,4621,712,611,15,13,443,55,41,12,9,2224,230,201,10,9,159,14,16,8,10
1000,5,6,4,-244,41,0,0,0,0,114,114,326.616434983,663.672654691,775.2310909,843.1374421,903.3792085,1142.496707,775.755589696,5,0,1,2,54,459.0,-10,12,1,12,924,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,665,665,665,4148,310,307,7,7,64,3,3,4,4,2140,192,211,8,9,442,39,46,8,10
1000,5,6,0,214,28,0,0,0,100,0,100,661.688634743,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,827.39078549,6,0,2,2,54,519.0,6,12,1,12,954,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,654,654,654,5026,630,628,12,12,265,34,41,12,15,3248,301,339,9,10,314,37,26,11,8
1000,5,6,0,153,111,0,0,0,106,0,106,663.336663337,638.4116297,805.443548387,843.1374421,903.3792085,1142.496707,832.700866504,7,0,1,2,54,529.0,17,12,1,12,1005,2,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,5380,399,469,7,8,263,23,13,8,4,1110,92,94,8,8,338,21,27,6,7
1000,5,6,0,-146,48,0,0,0,52,58,110,660.660660661,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,827.219456477,8,0,0,2,52,445.0,-7,12,1,12,945,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,657,657,657,3088,210,240,6,7,111,4,2,3,1,3889,438,396,11,10,135,15,14,11,10
1000,5,6,0,-371,27,0,0,0,147,29,176,647.704590818,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,825.060111503,9,0,2,2,54,444.0,-10,12,1,12,997,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,629,629,629,2881,219,222,7,7,439,31,41,7,9,1734,147,141,8,8,206,23,12,11,5
