course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,5,5,0,-112,36,-1,-1,-1,74,-1,1,0,0,4,51,429.0,-4,12,4,11,1705,20,1,3,5,15,9,0,2,0,22,2,0.0,0.0,836,840,845,462,68,43,14,9,340,53,33,15,9,686,105,76,15,11,185,22,16,11,8
1300,5,5,-0.5,-40,50,-1,-1,-1,56,49,10,0,0,2,52.5,434.0,-2,12,4,11,1004,3,1,0,33,0,3,1,0,33,0,1,0.0,0.0,840,840,840,2732,205,216,7,7,444,39,40,8,9,6714,534,581,7,8,145,10,9,6,6
1300,5,5,0,0,28,-1,-1,-1,-1,189,11,0,0,3,52,451.0,0,12,4,11,1307,13,1,0,7,0,11,1,0,9,0,6,0.0,0.0,829,838,858,1815,75,112,4,6,83,2,1,2,1,4079,303,318,7,7,173,10,14,5,8
1300,5,5,-1.5,-86,35,-1,-1,-1,40,57,12,0,0,3,54.5,434.0,-3,12,4,11,1325,10,1,2,10,20,10,1,2,10,20,5,20.0,40.0,817,827,840,707,106,97,14,13,449,69,77,15,17,675,86,77,12,11,262,40,40,15,15
1300,5,5,2,241,29,-1,-1,-1,-1,182,2,0,2,3,56,496.0,7,12,4,11,1374,4,1,1,25,25,4,1,1,25,25,-1,-1,-1,-1,-1,-1,2534,187,221,7,8,155,19,22,12,14,7309,691,749,9,10,275,42,33,15,12
1300,5,5,-0.5,34,29,-1,-1,-1,-1,145,9,0,0,3,52.5,470.0,1,12,4,11,1313,6,1,1,16,16,6,1,1,16,16,4,25.0,50.0,824,832,836,1637,100,131,6,8,242,17,13,7,5,10005,903,967,9,9,322,33,29,10,9
1300,5,5,-3,-137,22,-1,-1,-1,53,7,4,0,0,4,51,413.0,-3,12,4,11,1742,22,1,1,4,4,13,1,1,7,7,7,14.3,14.3,843,849,861,328,19,23,5,7,279,17,22,6,7,3361,346,327,10,9,212,22,19,10,8
1300,5,5,-3,-250,64,-1,-1,-1,118,-1,5,0,0,3,52,453.0,-16,12,4,11,1323,9,0,3,0,33,7,0,3,0,42,4,0.0,75.0,814,826,835,3174,255,268,8,8,58,2,3,3,5,989,85,103,8,10,285,24,23,8,8
1300,5,5,1,245,57,-1,-1,-1,11,112,6,0,1,4,56,490.0,14,12,4,11,1655,15,1,2,6,13,6,0,1,0,16,3,33.3,33.3,820,829,842,661,31,37,4,5,245,14,14,5,5,2188,144,178,6,8,158,10,9,6,5
1300,5,5,-1.5,116,43,-1,-1,-1,131,37,7,0,1,2,52.5,520.0,5,12,4,11,959,1,1,0,100,0,1,1,0,100,0,-1,-1,-1,-1,-1,-1,4606,709,609,15,13,430,53,40,12,9,2133,192,210,9,9,447,40,45,8,10
1300,5,5,-0.5,116,43,-1,-1,-1,123,-1,8,0,0,3,52,491.0,5,12,4,11,1307,13,0,2,0,15,10,0,2,0,20,6,0.0,33.3,832,842,854,1992,169,183,8,9,166,22,13,13,7,6171,742,695,12,11,353,33,34,9,9
1300,5,5,-3.5,371,35,-1,-1,-1,186,-1,3,0,1,2,52,514.0,13,12,4,11,960,5,1,0,20,0,5,1,0,20,0,3,33.3,33.3,846,848,850,2565,355,276,13,10,253,21,32,8,12,5267,389,430,7,8,178,10,11,5,6
