course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1200,5,4,2.0,-149,27,-1,17,-1,156,-1,1,프로포즈,한,암,4,54.5,이준철,김대근,고광숙,460.0,-4,10,9,11,1677,14,3,2,21,14,9,1,2,11,22,10,20.0,30.0,746,763,774,2526,187,221,7,8,151,19,23,12,15,7303,691,749,9,10,272,42,34,15,12,759.22
1200,5,4,0,259,27,-1,-1,-1,133,31,10,조국의등불,한,수,3,52,박병윤,양재철,오호극,503.0,7,10,9,11,1338,9,2,1,22,11,9,2,1,22,11,7,28.6,28.6,752,759,773,1629,100,130,6,7,241,18,12,7,4,6711,534,580,7,8,148,10,8,6,5,756.88
1200,5,4,-1.5,74,27,-1,-1,-1,-1,98,2,마상귀재,한,수,3,51,이현종,배대선,서홍배,450.0,2,10,9,11,1357,10,0,3,0,30,7,0,3,0,42,6,0.0,16.7,743,762,776,453,65,43,14,9,339,50,35,14,10,6159,739,694,11,11,349,30,34,8,9,758.02
1200,5,4,0.0,-143,21,-1,-1,-1,194,-1,3,포리스트리,한,수,4,56.5,페로비치,이희영,김윤구,498.0,-3,10,9,11,1694,14,2,3,14,21,11,1,2,9,18,9,22.2,55.6,743,754,768,691,103,93,14,13,448,67,74,14,16,7410,599,657,8,8,200,19,20,9,10,755.46
1200,5,4,0,28,35,-1,-1,-1,-1,90,9,시가에이스,한,수,4,51,하정훈,이관호,황은호,495.0,1,10,9,11,1741,21,3,0,14,0,11,0,0,0,0,7,0.0,0.0,746,762,787,320,18,22,5,6,278,16,22,5,7,558,71,40,12,7,211,36,16,17,7,760.56
1200,5,4,-1,-200,20,-1,-1,-1,72,29,5,샤이닝트라이,한,거,4,51,이동하,하재흥,선용호,468.0,-4,10,9,11,1669,15,2,1,13,6,6,0,1,0,16,4,0.0,0.0,767,770,777,83,9,9,10,10,83,9,9,10,10,9996,903,967,9,9,319,33,29,10,9,763.43
1200,5,4,0,-177,34,-1,-1,-1,11,112,6,울트라로켓,한,거,2,52,최범현,안병기,조명식,485.0,-6,10,9,11,986,5,1,3,20,60,5,1,3,20,60,1,0.0,0.0,753,753,753,5628,695,655,12,11,242,38,37,15,15,2243,212,206,9,9,163,12,15,7,9,753.23
1200,5,4,1,-60,84,-1,-1,-1,62,81,7,프라임골드,한,수,3,56,함완식,박희철,김진철,469.0,-5,10,9,11,1327,10,3,1,30,10,10,3,1,30,10,6,33.3,33.3,754,762,780,5012,627,624,12,12,266,33,39,12,14,3906,339,359,8,9,274,18,20,6,7,753.32
1200,5,4,1,-108,28,-1,-1,-1,92,-1,8,헬캣,한,암,4,52,문세영,홍대유,현대영,432.0,-3,10,9,11,1711,11,3,0,27,0,9,3,0,33,0,8,12.5,12.5,752,778,878,6520,1320,988,20,15,494,111,72,22,14,2439,222,185,9,7,235,25,10,10,4,757.81
1200,5,4,-1.0,0,34,-1,-1,-1,132,24,4,천의강자,한,수,4,53.5,김동수,임봉춘,박정웅,474.0,0,10,9,11,1738,20,3,1,15,5,7,1,1,14,14,4,25.0,25.0,764,769,774,870,69,82,7,9,362,30,34,8,9,3645,275,298,7,8,315,21,36,6,11,760.74
