course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1400,5,3,0,-179,28,-1,-1,-1,118,27,3,0,1,4,51,453.0,-5,12,9,11,1733,24,2,6,8,25,12,1,1,8,8,7,14.3,42.9,878,888,892,5365,396,469,7,8,259,20,14,7,5,9996,903,967,9,9,319,33,29,10,9
1400,5,3,0,-96,84,-1,-1,-1,15,119,2,0,0,3,52,443.0,-8,12,9,11,1368,10,4,0,40,0,6,2,0,33,0,1,100.0,100.0,890,890,890,2556,355,274,13,10,244,21,30,8,12,5368,722,583,13,10,283,41,21,14,7
1400,5,3,0,-200,50,-1,-1,-1,163,-1,12,0,2,8,52,480.0,-10,12,9,11,3135,66,5,0,7,0,11,1,0,9,0,34,2.9,2.9,878,898,933,61,3,0,4,0,61,3,0,4,0,3438,336,288,9,8,164,6,9,3,5
1400,5,3,-2,67,148,-1,-1,-1,-1,117,11,0,2,4,51,474.0,10,12,9,11,1685,11,3,2,27,18,7,2,1,28,14,4,50.0,75.0,862,877,886,69,1,4,1,5,69,1,4,1,5,69,13,11,18,15,69,13,11,18,15
1400,5,3,-2.5,35,28,-1,45,-1,-1,78,10,0,1,3,52,545.0,1,12,9,11,1290,7,3,2,42,28,7,3,2,42,28,-1,-1,-1,-1,-1,-1,6520,1320,988,20,15,494,111,72,22,14,558,71,40,12,7,211,36,16,17,7
1400,5,3,-1.5,-70,273,-1,-1,-1,27,114,1,0,1,4,52.5,504.0,-19,12,9,11,1753,8,3,1,37,12,3,0,0,0,0,3,66.7,66.7,865,875,883,870,69,82,7,9,362,30,34,8,9,980,84,103,8,10,284,25,24,8,8
1400,5,3,3.0,220,50,-1,91,-1,13,23,4,0,2,5,56.5,500.0,11,12,9,11,2088,32,2,6,6,18,11,2,1,18,9,9,22.2,33.3,872,886,906,256,20,15,7,5,256,20,15,7,5,3232,298,337,9,10,314,35,24,11,7
1400,5,3,0.5,-58,35,-1,-1,-1,-1,101,9,0,2,5,52.5,446.0,-2,12,9,11,2077,35,1,7,2,20,11,0,1,0,9,13,0.0,15.4,881,896,922,1169,51,56,4,4,147,4,5,2,3,1096,91,93,8,8,339,22,26,6,7
1400,5,3,3,-72,28,-1,-1,-1,73,74,8,0,1,3,55,455.0,-2,12,9,11,1357,17,2,3,11,17,12,2,3,16,25,2,0.0,50.0,874,879,884,5628,695,655,12,11,242,38,37,15,15,2069,215,175,10,8,275,27,31,9,11
1400,5,3,0,-108,28,-1,-1,-1,92,63,7,0,1,4,55,491.0,-3,12,9,11,1728,19,4,2,21,10,8,1,0,12,0,8,12.5,25.0,855,881,898,1520,120,112,7,7,190,14,18,7,9,2123,192,207,9,9,451,41,44,9,9
1400,5,3,0.5,71,28,-1,-1,-1,-1,198,6,0,2,3,56.5,474.0,2,12,9,11,1308,13,2,6,15,46,10,2,4,20,40,4,25.0,25.0,874,883,890,2526,187,221,7,8,151,19,23,12,15,7303,691,749,9,10,272,42,34,15,12
1400,5,3,0.5,-54,56,-1,-1,-1,108,35,5,0,0,4,53.5,450.0,-3,12,9,11,1649,19,4,2,21,10,9,0,0,0,0,6,16.7,33.3,878,886,897,1089,60,60,5,5,139,7,10,5,7,3889,269,331,6,8,258,19,27,7,10
