course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,20,5,0,104,48,0,0,0,69,26,95,643,628,763,835,894,1131,852,626,628,630,1,0,0,2,52,476,5,12,4,12,1031,4,0,2,0,50,4,0,2,0,50,3,0,66,623,626,630,1547,123,115,7,7,217,17,21,7,9,1308,171,135,13,10,256,38,35,14,13
1000,20,5,0,150,20,0,54,0,54,32,140,635,634,771,839,898,1136,855,628,634,640,10,0,0,4,51,475,3,12,4,12,1696,22,1,3,4,13,10,0,0,0,0,7,0,14,625,635,656,4261,354,348,8,8,67,2,5,2,7,8907,770,823,8,9,278,16,26,5,9
1000,20,5,0,-260,27,0,0,0,142,10,152,623,630,766,836,892,1128,850,631,637,645,11,0,0,3,54,474,-7,12,4,12,1388,4,1,1,25,25,4,1,1,25,25,0,0,0,631,637,645,2765,209,220,7,7,418,38,43,9,10,701,106,76,15,10,184,18,15,9,8
1000,20,5,1,111,27,108,0,0,0,0,108,654,625,773,835,895,1132,852,622,625,631,12,0,0,3,52,465,3,12,4,12,1326,9,0,2,0,22,9,0,2,0,22,6,0,0,623,627,632,3064,115,143,3,4,106,4,8,3,7,825,45,57,5,6,186,11,14,5,7
1000,20,5,0,-400,20,0,0,0,0,100,100,633,636,767,835,896,1129,853,629,636,640,2,0,1,4,54,458,-8,12,4,12,1698,29,0,4,0,13,13,0,1,0,7,6,0,0,632,641,664,1264,91,73,7,5,183,13,11,7,6,10565,810,932,7,8,335,24,24,7,7
1000,20,5,4,132,83,0,0,0,105,63,168,649,628,768,838,898,1135,855,627,628,629,9,0,0,3,56,491,11,12,4,12,1427,5,1,2,20,40,5,1,2,20,40,3,33,100,616,625,630,930,110,86,11,9,444,52,50,11,11,7700,721,728,9,9,238,31,27,13,11
1000,20,5,1,-72,28,0,36,0,71,0,107,632,633,761,841,916,1132,852,623,633,644,4,0,0,5,52.5,433,-2,12,4,12,2072,42,2,2,4,4,13,0,0,0,0,16,0,0,613,636,649,1369,50,62,3,4,57,0,1,0,1,8820,896,897,10,10,225,20,24,8,10
1000,20,5,0,-215,28,0,0,0,133,0,133,622,631,778,839,898,1136,855,624,631,640,5,0,0,3,52,424,-6,12,4,12,1383,10,0,1,0,10,8,0,1,0,12,6,0,0,623,635,664,3049,271,269,8,8,299,31,21,10,7,8252,734,839,8,10,187,14,12,7,6
1000,20,5,1,107,28,0,0,0,13,66,79,633,629,767,845,894,1131,852,619,629,640,6,0,2,3,52,469,3,12,4,12,1354,12,0,2,0,16,5,0,0,0,0,6,0,0,619,629,640,1972,139,143,7,7,525,37,41,7,7,7433,600,658,8,8,200,17,19,8,9
1000,20,5,0,97,41,0,0,0,95,16,111,634,629,780,838,898,1136,855,624,629,636,7,0,0,3,52,470,4,12,4,12,1321,14,0,1,0,7,11,0,1,0,9,8,0,12,626,635,652,1017,50,45,4,4,101,5,4,4,3,3454,338,290,9,8,153,7,11,4,7
1000,20,5,0,-770,13,0,22,0,91,24,137,631,631,769,821,893,1130,851,631,637,645,8,0,0,3,52,448,-10,12,4,12,1343,9,1,0,11,0,8,1,0,12,0,2,0,0,640,640,641,1101,62,61,5,5,127,7,9,5,7,652,49,42,7,6,164,16,6,9,3
1000,20,5,1,74,27,0,0,0,0,117,117,634,629,768,842,897,1135,855,624,629,634,3,0,0,4,51,402,2,12,4,12,1734,20,1,0,5,0,12,0,0,0,0,4,0,0,628,634,641,671,24,30,3,4,91,1,2,1,2,8065,694,705,8,8,150,3,8,2,5
