course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,5,6,0,-143,28,-1,-1,-1,107,44,1,0,1,3,57,474.0,-4,12,2,11,1304,8,0,0,0,0,8,0,0,0,0,4,0.0,0.0,830,850,869,2565,355,276,13,10,253,21,32,8,12,5374,722,583,13,10,284,40,21,14,7
1300,5,6,1,57,245,106,-1,-1,41,-1,10,0,1,3,56,522.0,14,12,2,11,1349,3,0,0,0,0,2,0,0,0,0,1,0.0,0.0,858,858,858,2865,219,221,7,7,433,33,40,7,9,1281,194,110,15,8,292,33,24,11,8
1300,5,6,-1,-36,28,64,-1,-1,22,46,11,0,2,3,56,436.0,-1,12,2,11,1283,3,0,0,0,0,3,0,0,0,0,1,0.0,0.0,855,855,855,420,42,39,10,9,313,34,35,10,11,1727,146,141,8,8,207,22,13,10,6
1300,5,6,0.5,285,28,-1,-1,-1,59,77,12,0,1,2,56,472.0,8,12,2,11,978,5,0,1,0,20,5,0,1,0,20,3,0.0,33.3,847,853,861,707,106,97,14,13,449,69,77,15,17,7681,720,728,9,9,247,32,30,12,12
1300,5,6,-2,47,42,-1,-1,-1,-1,234,2,0,0,3,54,466.0,2,12,2,11,1297,10,0,0,0,0,8,0,0,0,0,2,0.0,0.0,859,859,860,7474,518,601,6,8,281,7,18,2,6,3651,276,299,7,8,313,22,37,7,11
1300,5,6,-1,-46,22,-1,16,-1,83,-1,9,0,0,3,54,446.0,-1,12,2,11,1346,7,0,0,0,0,7,0,0,0,0,1,0.0,0.0,858,858,858,2534,187,221,7,8,155,19,22,12,14,8805,894,897,10,10,239,22,29,9,12
1300,5,6,-1.0,0,28,-1,-1,-1,109,32,5,0,2,2,50.5,487.0,0,12,2,11,966,4,0,0,0,0,4,0,0,0,0,2,0.0,0.0,860,871,882,91,9,9,9,9,91,9,9,9,9,10005,903,967,9,9,322,33,29,10,9
1300,5,6,0.0,95,21,-1,-1,-1,118,23,6,0,1,3,57.5,461.0,2,12,2,11,1287,10,0,1,0,10,8,0,1,0,12,5,0.0,20.0,847,857,868,1923,135,141,7,7,520,36,39,6,7,2859,229,246,8,8,250,17,31,6,12
1300,5,6,0.5,-276,29,-1,-1,-1,167,-1,7,0,1,2,55.5,432.0,-8,12,2,11,979,3,0,0,0,0,3,0,0,0,0,1,0.0,0.0,857,857,857,2732,205,216,7,7,444,39,40,8,9,8049,693,705,8,8,155,2,8,1,5
1300,5,6,0.5,-91,22,-1,172,-1,24,-1,8,0,2,2,54.5,501.0,-2,12,2,11,974,2,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,4255,354,348,8,8,72,3,5,4,6,3912,339,360,8,9,276,18,21,6,7
1300,5,6,0,66,15,-1,-1,-1,52,-1,3,0,0,3,55,448.0,1,12,2,11,1277,7,0,0,0,0,7,0,0,0,0,3,0.0,0.0,852,862,882,5023,629,628,12,12,270,35,42,12,15,3241,298,337,9,10,314,34,24,10,7
