course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,5,6,0,145,48,-1,-1,-1,105,-1,10,0,2,2,54,493,7,12,1,11,993,3,0,0,0,0,3,0,0,0,0,3,0.0,0.0,646,658,680,665,24,30,3,4,85,1,2,1,2,2243,212,206,9,9,163,12,15,7,9
1000,5,6,0.0,200,35,-1,-1,-1,32,74,11,0,1,2,55.5,475,7,12,1,11,992,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,626,632,642,5628,695,655,12,11,242,38,37,15,15,558,71,40,12,7,211,36,16,17,7
1000,5,6,1.5,85,35,-1,-1,-1,-1,154,12,0,1,2,55.5,486,3,12,1,11,933,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,621,640,656,3029,269,269,8,8,344,33,25,9,7,8232,732,835,8,10,197,16,10,8,5
1000,5,6,-1.5,47,21,-1,-1,-1,13,129,2,0,0,2,52,476,1,12,1,11,972,4,0,0,0,0,4,0,0,0,0,1,0.0,0.0,641,641,641,61,3,0,4,0,61,3,0,4,0,10530,807,928,7,8,337,21,24,6,7
1000,5,6,0,-1,-1,-1,-1,-1,71,56,3,0,1,2,54,448,-8,12,1,11,929,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3072,208,240,6,7,97,2,3,2,3,8885,769,823,8,9,289,21,30,7,10
1000,5,6,0,-215,42,-1,-1,-1,93,24,1,0,0,2,52,467,-9,12,1,11,958,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,650,650,650,6520,1320,988,20,15,494,111,72,22,14,980,84,103,8,10,284,25,24,8,8
1000,5,6,0,-250,28,-1,-1,-1,-1,104,5,0,0,2,52,396,-7,12,1,11,955,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,640,644,648,1984,167,183,8,9,165,20,13,12,7,6159,739,694,11,11,349,30,34,8,9
1000,5,6,1,57,35,-1,106,-1,-1,10,6,0,0,2,53,462,2,12,1,11,1001,3,0,0,0,0,3,0,0,0,0,2,0.0,0.0,623,629,636,256,20,15,7,5,256,20,15,7,5,2069,215,175,10,8,275,27,31,9,11
1000,5,6,0,-1,-1,-1,-1,-1,-1,120,7,0,2,2,54,474,1,12,1,11,953,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,915,49,49,5,5,23,0,1,0,4,6159,739,694,11,11,349,30,34,8,9
1000,5,6,0,-250,20,10,46,-1,25,53,8,0,0,2,52,454,-5,12,1,11,1020,3,0,0,0,0,3,0,0,0,0,3,0.0,0.0,637,667,719,870,69,82,7,9,362,30,34,8,9,1109,68,76,6,6,215,8,12,3,5
1000,5,6,0,0,41,-1,-1,-1,33,73,9,0,0,2,53,484,0,12,1,11,1019,3,0,0,0,0,3,0,0,0,0,1,0.0,0.0,625,625,625,5012,627,624,12,12,266,33,39,12,14,2123,192,207,9,9,451,41,44,9,9
1000,5,6,1.0,114,35,-1,133,-1,-1,17,4,0,1,2,55.5,482,4,12,1,11,973,4,0,1,0,25,4,0,1,0,25,3,0.0,33.3,620,634,651,453,65,43,14,9,339,50,35,14,10,8046,693,705,8,8,157,2,8,1,5
