course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,4,4,0,-48,42,0,25,0,0,85,110,636,633,769,837,892,1134,854,833,841,849,1,화강,미,수,2,52,유승완,이관호,황은호,495,-2,12,8,12,1032,2,0,0,0,0,2,0,0,0,0,1,3,8,837,845,853,2896,221,224,7,7,430,32,41,7,9,581,74,44,12,7,215,33,20,15,9,844.46
1300,4,4,2,-482,27,46,0,0,0,87,133,641,631,767,825,893,1131,851,825,825,825,10,불꽃왕자,한,거,4,54.5,페로비치,박윤규,박기태,517,-13,12,8,12,1721,18,2,2,11,11,12,2,2,16,16,1,3,8,837,845,853,754,115,101,15,13,460,73,77,15,16,2877,232,247,8,8,251,18,31,7,12,833.18
1300,4,4,4,0,28,0,0,0,34,54,88,630,630,764,835,892,1128,849,822,835,845,11,나봄캐슬,한,거,3,57,조성곤,이신영,서동해,500,0,12,8,12,1358,10,3,1,30,10,9,3,1,33,11,1,3,8,837,845,853,4638,713,613,15,13,457,55,43,12,9,1304,195,111,14,8,295,33,23,11,7,827.17
1300,4,4,0,-630,27,0,0,0,116,0,116,624,611,759,833,883,1117,841,833,833,833,12,★브라이언,한,암,4,51,김동수,안병기,안병렬,441,-17,12,8,12,1728,25,1,8,4,32,9,0,2,0,22,1,3,8,837,845,853,905,74,84,8,9,367,31,30,8,8,2279,216,210,9,9,199,16,19,8,9,835.74
1300,4,4,1,48,41,0,0,0,19,154,173,640,618,756,828,887,1122,845,833,841,849,2,킹카프라도,미,수,2,54,조재로,배휴준,오상철,512,2,12,8,12,968,3,0,0,0,0,3,0,0,0,0,0,0,0,837,845,853,445,43,44,9,9,316,33,38,10,12,3232,239,277,7,8,303,23,30,7,9,840.23
1300,4,4,0,-7,308,0,0,0,161,0,161,627,627,762,829,893,1117,846,833,841,849,3,럭키스타,한,암,4,52,윤영민,박흥진,김도윤,458,-2,12,8,12,1742,15,1,2,6,13,2,0,0,0,0,1,3,8,837,845,853,1638,70,83,4,5,73,6,5,8,6,8059,694,705,8,8,152,3,8,1,5,852.84
1300,4,4,3,-112,27,97,0,0,0,10,107,627,607,757,828,915,1131,845,820,828,834,4,퀸즈팰리스,일,암,3,51.5,이현종,박윤규,박덕희,518,-3,12,8,12,1342,18,0,2,0,11,13,0,2,0,15,1,3,8,837,845,853,483,69,44,14,9,336,49,32,14,9,2877,232,247,8,8,251,18,31,7,12,835.43
1300,4,4,1,-150,20,0,0,0,19,96,115,630,631,785,826,900,1130,851,823,826,833,5,대보명가,한,수,3,55,임기원,김점오,박양호,478,-3,12,8,12,1324,8,3,1,37,12,8,3,1,37,12,1,3,8,837,845,853,918,109,84,11,9,443,51,49,11,11,7697,720,728,9,9,246,30,28,12,11,826.46
1300,4,4,0,285,14,0,0,0,118,0,118,630,622,764,820,901,1149,849,812,820,828,6,우승공감,일,거,3,52,김혜선,지용철,이수길,452,4,12,8,12,1417,18,0,0,0,0,13,0,0,0,0,1,3,8,837,845,853,2754,207,218,7,7,431,38,42,8,9,10557,809,932,7,8,337,23,25,6,7,840.77
1300,4,4,3,29,34,0,0,0,60,113,173,626,626,762,825,890,1121,844,809,825,848,7,해피투데이,한,암,4,51,이동하,하재흥,강균호,437,1,12,8,12,1741,24,1,7,4,29,12,1,4,8,33,1,3,8,837,845,853,114,10,10,8,8,114,10,10,8,8,10032,906,968,9,9,328,35,28,10,8,833.89
1300,4,4,0,-113,62,0,0,0,137,0,137,642,642,784,842,907,1149,865,827,842,857,8,백두천봉,미,수,3,51,벨리,배휴준,이성재,494,-7,12,8,12,1396,11,0,0,0,0,7,0,0,0,0,1,3,8,837,845,853,109,4,5,3,4,109,4,5,3,4,3232,239,277,7,8,303,23,30,7,9,846.47
1300,4,4,0,-239,21,0,36,0,88,0,124,626,623,757,830,887,1121,844,821,830,836,9,당찬여걸,한,암,4,52,문세영,우창구,홍금희,465,-5,12,8,12,1764,12,2,2,16,16,7,1,2,14,28,1,3,8,837,845,853,6564,1331,995,20,15,480,111,71,23,14,2092,218,178,10,8,276,30,30,10,10,828.46
