course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,20,6,0,163,55,0,0,0,43,42,85,645,645,781,854,913,1154,869,842,854,875,1,0,1,3,57,516,9,12,3,12,1339,6,0,0,0,0,6,0,0,0,0,4,0,0,845,859,878,0,0,0,8.18949077309,8.04252692292,0,0,0,7.83350950523,7.92519112089,1310,195,112,14,8,290,32,23,11,7
1300,20,6,1,-38,27,0,46,0,0,77,123,658,658,799,869,931,1177,887,833,841,851,10,0,0,2,53.5,444,-1,12,3,12,956,1,0,0,0,0,1,0,0,0,0,0,0,0,832,841,850,1320,98,84,7.0,6.0,102,2,7,1.0,6.0,1128,69,77,6,6,209,8,12,3,5
1300,20,6,0,-108,28,0,120,0,34,0,154,668,652,785,851,920,1163,876,850,851,853,11,0,0,3,55,424,-3,12,3,12,1348,8,0,0,0,0,8,0,0,0,0,4,0,0,850,854,858,1972,139,143,7.0,7.0,525,37,41,7.0,7.0,2230,230,201,10,9,147,13,15,8,10
1300,20,6,1,67,265,0,0,0,17,115,132,666,666,810,881,943,1193,899,833,841,851,12,0,2,3,57,501,18,12,3,12,1344,1,0,0,0,0,1,0,0,0,0,0,0,0,832,841,850,4153,310,308,7.0,7.0,64,2,4,3.0,6.0,2204,144,179,6,8,160,8,8,5,5
1300,20,6,0,350,20,0,0,0,105,83,188,636,644,780,848,909,1149,865,848,848,848,2,0,0,2,53.5,456,7,12,3,12,982,5,0,0,0,0,5,0,0,0,0,1,0,0,851,851,851,2548,188,225,7.0,8.0,146,17,22,11.0,15.0,7330,694,752,9,10,266,41,31,15,11
1300,20,6,3,-30,34,0,0,0,129,0,129,654,654,794,864,926,1171,882,833,841,851,9,0,0,2,53.5,450,-1,12,3,12,903,1,0,0,0,0,1,0,0,0,0,0,0,0,832,841,850,3049,271,269,8.0,8.0,299,31,21,10.0,7.0,2287,217,212,9,9,207,17,21,8,10
1300,20,6,0,-75,27,0,0,0,85,50,135,652,647,787,852,917,1160,874,852,852,852,4,0,1,2,55.5,430,-2,12,3,12,1006,4,0,0,0,0,4,0,0,0,0,2,0,0,848,852,857,2765,209,220,7.0,7.0,418,38,43,9.0,10.0,8065,694,705,8,8,150,3,8,2,5
1300,20,6,1,235,34,0,0,0,10,56,66,666,638,785,859,916,1158,872,846,859,875,5,0,0,3,55,452,8,12,3,12,1313,12,0,1,0,8,12,0,1,0,8,5,0,0,846,858,876,1611,109,143,6.0,8.0,67,6,4,8.0,5.0,1128,69,77,6,6,209,8,12,3,5
1300,20,6,0,-135,119,0,13,0,15,73,101,644,637,788,851,912,1153,869,841,851,861,6,0,0,3,55,408,-16,12,3,12,1335,9,0,0,0,0,8,0,0,0,0,2,0,0,845,853,862,1264,91,73,7.0,5.0,183,13,11,7.0,6.0,1126,92,95,8,8,332,19,27,5,8
1300,20,6,0,57,35,0,0,0,185,0,185,652,652,792,861,923,1167,879,833,841,851,7,0,2,3,57,446,2,12,3,12,1371,2,0,0,0,0,2,0,0,0,0,0,0,0,832,841,850,2609,362,281,13.0,10.0,297,28,37,9.0,12.0,4091,304,320,7,7,161,9,15,5,9
1300,20,6,1,-286,28,0,0,0,133,0,133,653,653,793,863,924,1169,880,833,841,851,8,0,1,2,55.5,447,-8,12,3,12,949,1,0,0,0,0,1,0,0,0,0,0,0,0,832,841,850,2908,221,224,7.0,7.0,417,31,39,7.0,9.0,4283,278,365,6,8,164,8,17,4,10
1300,20,6,0,333,21,0,0,0,153,0,153,644,644,779,854,912,1154,869,830,854,877,3,0,2,3,57,476,7,12,3,12,1349,9,0,0,0,0,8,0,0,0,0,3,0,0,829,854,880,1217,71,77,5.0,6.0,127,6,4,4.0,3.0,1015,88,108,8,10,282,25,24,8,8
