course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,18,4,1,0,20,0,0,0,0,108,108,624,618,758,824,883,1135,841,833,841,851,1,0,0,3,54,461,0,12,10,12,1436,15,3,2,20,13,11,0,2,0,18,0,0,0,832,841,850,0,0,0,8.18949077309,8.04252692292,0,0,0,7.83350950523,7.92519112089,8907,770,823,8,9,278,16,26,5,9
1300,18,4,0,235,34,0,0,0,155,0,155,664,639,778,835,912,1144,861,822,835,850,10,0,1,3,52,489,8,12,10,12,1368,10,2,0,20,0,10,2,0,20,0,6,33,33,817,836,851,490,69,45,14.0,9.0,330,47,32,14.0,9.0,2197,199,187,9,8,203,14,12,6,5
1300,18,4,0,428,14,0,0,0,99,0,99,630,630,765,825,900,1145,849,816,825,836,11,0,1,4,53.5,449,6,12,10,12,1739,28,2,2,7,7,12,1,0,8,0,14,14,21,814,831,863,1819,75,112,4.0,6.0,77,2,1,2.0,1.0,7700,721,728,9,9,238,31,27,13,11
1300,18,4,0,222,27,0,0,0,0,114,114,629,626,767,830,890,1126,848,813,830,851,12,0,0,3,53.5,460,6,12,10,12,1395,17,3,0,17,0,11,3,0,27,0,6,33,33,813,830,851,4261,354,348,8.0,8.0,67,2,5,2.0,7.0,3894,439,396,11,10,131,14,12,10,9
1300,18,4,2,147,34,0,0,0,114,0,114,624,624,762,821,883,1117,841,816,821,826,2,0,1,3,55.5,509,5,12,10,12,1375,10,2,2,20,20,8,2,2,25,25,5,40,60,817,821,827,6578,1332,995,20.0,15.0,494,112,71,22.0,14.0,1195,121,110,10,9,210,19,27,9,12
1300,18,4,1,-215,28,0,16,0,102,0,118,655,626,776,828,878,1128,849,828,828,828,9,0,0,3,55.5,441,-6,12,10,12,1334,9,3,1,33,11,9,3,1,33,11,2,0,0,829,831,834,4646,714,613,15.0,13.0,452,55,41,12.0,9.0,3472,303,311,8,8,173,33,20,19,11
1300,18,4,0,309,42,0,0,0,0,104,104,626,621,754,822,882,1115,840,822,822,822,4,0,2,3,57,499,13,12,10,12,1361,5,2,0,40,0,4,2,0,50,0,2,50,50,817,819,822,771,116,103,15.0,13.0,452,69,72,15.0,15.0,1308,171,135,13,10,256,38,35,14,13
1300,18,4,1,-143,28,0,0,0,34,58,92,639,630,775,831,895,1131,852,821,831,848,5,0,0,3,51,459,-4,12,10,12,1373,8,2,1,25,12,7,2,1,28,14,3,66,66,824,833,850,930,110,86,11.0,9.0,444,52,50,11.0,11.0,1015,88,108,8,10,282,25,24,8,8
1300,18,4,1,271,70,0,0,0,139,42,181,632,644,764,831,893,1132,853,829,831,831,6,0,2,3,52.5,465,19,12,10,12,1364,12,2,1,16,8,10,2,1,20,10,3,66,66,828,831,833,3189,255,269,7.0,8.0,61,1,3,1.0,4.0,10038,906,969,9,9,324,35,29,10,8
1300,18,4,0,-154,13,0,0,0,81,13,94,626,626,760,826,903,1122,845,820,826,837,7,0,0,4,52,426,-2,12,10,12,1714,29,1,4,3,13,12,0,2,0,16,11,9,36,807,826,841,1972,139,143,7.0,7.0,525,37,41,7.0,7.0,6205,745,698,12,11,354,31,34,8,9
1300,18,4,0,111,27,0,0,0,76,45,121,633,633,771,837,896,1134,854,815,837,865,8,0,0,3,51,477,3,12,10,12,1295,11,3,0,27,0,9,3,0,33,0,4,50,50,819,838,865,2765,209,220,7.0,7.0,418,38,43,9.0,10.0,2466,224,188,9,7,231,25,11,10,4
1300,18,4,0,-239,21,0,0,0,70,29,99,628,628,762,831,890,1125,847,820,831,846,3,0,0,3,51,449,-5,12,10,12,1377,17,1,3,5,17,13,1,3,7,23,7,0,28,819,832,849,1320,98,84,7.0,6.0,102,2,7,1.0,6.0,3937,339,362,8,9,271,17,22,6,8
