course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,5,6,1,0,49,0,0,0,152,27,179,429.421416523,645.708582834,775.2310909,843.1374421,903.3792085,1142.496707,789.89574131,1,0,0,3,55,-1,0,10,2,12,1299,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,647,647,647,723,108,98,14,13,451,70,76,15,16,7418,599,657,8,8,200,18,18,9,9
1000,5,6,0,0,14,0,0,0,69,10,79,669.35483871,644.007280734,776.892430279,856.588935679,903.3792085,1142.496707,832.11990015,10,0,2,3,57,-1,0,10,2,12,1328,8,0,0,0,0,8,0,0,0,0,4,0.0,0.0,638,642,650,1094,61,60,5,5,135,8,9,5,6,999,85,105,8,10,291,23,25,7,8
1000,5,6,0.5,0,161,0,0,0,28,61,89,639.360639361,638.4116297,775.15864326,556.280046019,903.3792085,1142.496707,775.847812307,2,0,1,3,57,-1,0,10,2,12,1347,4,0,0,0,0,4,0,0,0,0,-1,-1,-1,-1,-1,-1,2881,219,222,7,7,439,31,41,7,9,2451,223,185,9,7,237,25,9,10,3
1000,5,6,0,0,28,0,0,0,184,0,184,655.241935484,424.595372014,775.2310909,843.1374421,903.3792085,1142.496707,790.680292666,3,0,0,3,55,-1,0,10,2,12,1333,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,627,638,651,6546,1327,993,20,15,487,110,72,22,14,4082,303,319,7,7,173,9,14,5,8
1000,5,6,0,0,35,0,0,0,0,87,87,663.904590557,667.664670659,775.2310909,843.1374421,903.3792085,1142.496707,832.635618286,9,0,0,2,50,-1,0,10,2,12,982,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,649,659,669,85,1,6,1,7,85,1,6,1,7,2140,192,211,8,9,442,39,46,8,10
1000,5,6,1,0,293,0,0,0,109,0,109,659.190257912,642.370186737,767.83919598,832.661290323,903.3792085,1142.496707,824.656141075,5,0,0,3,55,-1,0,10,2,12,1289,4,0,0,0,0,3,0,0,0,0,2,0.0,0.0,638,643,648,1938,136,142,7,7,532,36,40,6,7,3898,270,331,6,8,255,20,24,7,9
1000,5,6,1,0,27,0,0,0,112,34,146,667.332667333,654.690618762,804.58656847,884.346959123,903.3792085,1142.496707,842.805454865,6,0,0,3,55,-1,0,10,2,12,1337,6,0,0,0,0,6,0,0,0,0,1,0.0,0.0,656,656,656,4148,310,307,7,7,64,3,3,4,4,3445,336,289,9,8,159,6,10,3,6
1000,5,6,-1,0,48,0,0,0,0,87,87,653.499452707,639.522436006,-1.00401606426,850.0,903.3792085,1142.496707,697.982298025,7,0,0,3,55,-1,0,10,2,12,1374,5,0,0,0,0,5,0,0,0,0,3,0.0,0.0,631,638,644,1999,171,183,8,9,166,24,13,14,7,6178,744,695,12,11,353,35,34,9,9
1000,5,6,0,0,35,0,0,0,114,15,129,524.710768058,654.555950373,803.185562833,843.1374421,903.3792085,1142.496707,811.910939811,8,0,0,3,55,-1,0,10,2,12,1312,5,0,0,0,0,4,0,0,0,0,2,0.0,0.0,642,655,669,431,43,40,9,9,315,33,35,10,11,3224,239,275,7,8,303,23,28,7,9
1000,5,6,3,0,21,0,0,0,26,54,80,659.698697253,639.236612291,775.534524012,860.611473104,903.3792085,1142.496707,830.159537027,4,0,0,3,55,-1,0,10,2,12,1352,10,0,1,0,10,10,0,1,0,10,3,0.0,0.0,633,639,645,1197,70,77,5,6,107,5,4,4,3,5272,390,430,7,8,177,11,11,6,6
