course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,5,5,0.5,-286,21,-1,-1,-1,93,23,3,0,0,3,54.5,460,-6,11,3,11,1359,12,0,3,0,25,11,0,3,0,27,3,0.0,0.0,826,832,838,1520,120,112,7,7,190,14,18,7,9,666,43,57,6,8,156,9,22,5,14
1300,5,5,-0.5,-48,42,-1,-1,-1,109,-1,2,0,0,4,55.5,419,-2,11,3,11,1653,16,2,2,12,12,10,0,1,0,10,5,0.0,0.0,823,828,832,5012,627,624,12,12,266,33,39,12,14,3232,298,337,9,10,314,35,24,11,7
1300,5,5,-0.5,-179,28,-1,-1,-1,-1,88,11,0,0,3,53,458,-5,11,3,11,1339,10,1,0,10,0,10,1,0,10,0,4,25.0,25.0,835,841,844,61,3,0,4,0,61,3,0,4,0,1096,91,93,8,8,339,22,26,6,7
1300,5,5,0.5,-36,28,-1,-1,-1,-1,103,10,0,2,4,53,441,-1,11,3,11,1701,14,0,2,0,14,12,0,2,0,16,4,0.0,0.0,827,844,858,1089,60,60,5,5,139,7,10,5,7,980,84,103,8,10,284,25,24,8,8
1300,5,5,-0.5,-215,28,-1,-1,-1,96,49,1,0,0,3,54.5,477,-6,11,3,11,1345,11,1,1,9,9,9,1,1,11,11,4,25.0,25.0,827,834,848,870,69,82,7,9,362,30,34,8,9,1080,107,121,9,11,191,24,23,12,12
1300,5,5,-0.5,-449,29,-1,-1,-1,-1,129,4,0,0,3,52.5,456,-13,11,3,11,1304,11,1,0,9,0,11,1,0,9,0,6,16.7,16.7,830,838,850,1984,167,183,8,9,165,20,13,12,7,6159,739,694,11,11,349,30,34,8,9
1300,5,5,1,392,28,-1,-1,-1,163,9,9,0,2,4,54,503,11,11,3,11,1719,13,1,0,7,0,10,1,0,10,0,1,100.0,100.0,845,845,845,1813,75,112,4,6,84,3,1,3,1,99,3,8,3,8,99,3,8,3,8
1300,5,5,1,-276,29,-1,13,-1,32,123,8,0,0,4,52,470,-8,11,3,11,1662,20,1,3,5,15,9,0,0,0,0,5,0.0,0.0,805,831,849,3072,208,240,6,7,97,2,3,2,3,8885,769,823,8,9,289,21,30,7,10
1300,5,5,-1.0,166,36,-1,-1,-1,13,105,7,0,1,2,54.5,506,6,11,3,11,1023,3,1,1,33,33,3,1,1,33,33,-1,-1,-1,-1,-1,-1,691,103,93,14,13,448,67,74,14,16,1273,167,132,13,10,252,39,32,15,12
1300,5,5,0,-319,22,-1,-1,-1,177,-1,6,0,2,4,52,468,-7,11,3,11,1657,21,0,2,0,9,10,0,0,0,0,9,0.0,22.2,809,830,852,2556,355,274,13,10,244,21,30,8,12,3878,438,394,11,10,134,17,12,12,8
1300,5,5,-0.5,70,85,-1,-1,-1,70,44,5,0,1,3,53.5,477,6,11,3,11,1332,12,1,0,8,0,11,1,0,9,0,5,20.0,20.0,825,836,846,1181,70,76,5,6,91,5,3,5,3,3822,348,352,9,9,181,13,18,7,9
