course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,5,5,-0.5,227,22,-1,-1,-1,80,18,1,0,0,6,52,437.0,5,11,3,11,2460,28,1,2,3,7,12,0,0,0,0,2,0.0,0.0,621,624,627,7474,518,601,6,8,281,7,18,2,6,2188,144,178,6,8,158,10,9,6,5
1000,5,5,0,85,35,-1,-1,-1,152,-1,10,0,0,3,51,464.0,3,11,3,11,1334,10,0,2,0,20,10,0,2,0,20,6,0.0,33.3,607,624,641,77,1,5,1,6,77,1,5,1,6,2133,192,210,9,9,447,40,45,8,10
1000,5,5,2,320,78,-1,-1,-1,-1,101,11,0,0,3,54,447.0,25,11,3,11,1337,13,1,1,7,7,10,0,1,0,10,6,0.0,0.0,616,630,651,4145,310,307,7,7,62,3,3,4,4,566,71,42,12,7,211,31,18,14,8
1000,5,5,0.0,-16,63,-1,-1,-1,90,46,2,0,0,2,53.5,399.0,-1,11,3,11,983,2,1,1,50,50,2,1,1,50,50,2,50.0,100.0,622,626,630,2732,205,216,7,7,444,39,40,8,9,1084,107,121,9,11,191,23,23,12,12
1000,5,5,0.0,-72,42,-1,-1,-1,82,45,3,0,0,2,53.5,432.0,-3,11,3,11,947,2,1,0,50,0,2,1,0,50,0,2,50.0,50.0,624,624,624,6538,1325,991,20,15,495,110,74,22,14,1104,91,94,8,8,341,22,27,6,7
1000,5,5,1,-10,106,-1,-1,-1,79,54,9,0,0,3,53,483.0,-1,11,3,11,1380,14,1,2,7,14,9,0,1,0,11,9,11.1,33.3,616,626,636,2565,355,276,13,10,253,21,32,8,12,3882,438,394,11,10,132,16,12,12,9
1000,5,5,1,47,21,141,-1,-1,-1,-1,5,0,0,3,53,462.0,1,11,3,11,1299,8,0,2,0,25,8,0,2,0,25,5,0.0,0.0,623,626,632,5373,396,469,7,8,262,20,14,7,5,819,45,57,5,6,207,12,16,5,7
1000,5,5,3.0,-86,35,120,-1,-1,-1,18,6,0,0,2,55.5,496.0,-3,11,3,11,959,5,1,1,20,20,5,1,1,20,20,4,25.0,50.0,620,624,632,877,103,79,11,9,426,47,44,11,10,2254,212,206,9,9,174,12,15,6,8
1000,5,5,1.5,214,28,-1,-1,-1,94,12,7,0,0,3,55.5,442.0,6,11,3,11,1303,9,1,1,11,11,9,1,1,11,11,3,33.3,66.7,622,634,642,78,4,1,5,1,78,4,1,5,1,3825,348,353,9,9,182,13,18,7,9
1000,5,5,-1,214,28,-1,-1,-1,-1,137,8,0,0,4,52,400.0,6,11,3,11,1707,19,1,0,5,0,13,0,0,0,0,3,0.0,0.0,628,635,641,667,24,30,3,4,87,1,2,1,2,8049,693,705,8,8,155,2,8,1,5
1000,5,5,-1,-96,42,-1,-1,-1,108,11,4,0,0,4,55,392.0,-4,11,3,11,1686,8,1,1,12,12,8,1,1,12,12,1,0.0,100.0,628,628,628,1003,49,44,4,4,107,5,3,4,2,2188,144,178,6,8,158,10,9,6,5
