course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,20,5,0,196,56,0,0,0,0,118,118,637,637,774,842,902,1141,859,833,842,856,1,0,0,4,52,412,11,12,7,12,1723,13,1,1,7,7,10,1,1,10,10,10,10,20,834,842,857,1640,70,83,4,5,73,6,5,8,6,113,3,10,2,8,113,3,10,2,8
1300,20,5,0,-191,21,0,0,0,0,82,82,634,628,771,839,898,1136,855,825,839,854,10,0,0,3,51,419,-4,12,7,12,1376,13,0,2,0,15,13,0,2,0,15,8,0,12,820,840,857,1320,98,84,7,6,102,2,7,1,6,3937,339,362,8,9,271,17,22,6,8
1300,20,5,0,71,56,0,0,0,137,14,151,633,628,771,842,900,1138,857,831,842,849,11,0,1,4,53.5,453,4,12,7,12,1682,17,0,3,0,17,10,0,3,0,30,8,0,25,832,848,893,2765,209,220,7,7,418,38,43,9,10,5399,729,584,13,10,284,46,21,16,7
1300,20,5,2,0,91,0,126,0,0,0,126,636,636,766,842,901,1139,858,828,842,853,12,0,-1,4,52,464,0,12,7,12,-1,23,0,1,0,4,8,0,1,0,12,10,0,10,831,844,867,3064,115,143,3,4,106,4,8,3,7,2230,230,201,10,9,147,13,15,8,10
1300,20,5,0,-75,27,0,0,0,90,14,104,623,619,759,837,885,1119,843,837,837,837,2,0,0,2,53,432,-2,12,7,12,1031,4,1,0,25,0,4,1,0,25,0,2,0,0,830,835,840,4646,714,613,15,13,452,55,41,12,9,6725,538,582,8,8,140,12,10,8,7
1300,20,5,1,22,307,0,0,0,0,134,134,636,636,769,844,900,1139,857,844,844,844,9,0,2,3,53.5,471,7,12,7,12,1362,7,1,0,14,0,2,0,0,0,0,1,0,0,848,848,848,4261,354,348,8,8,67,2,5,2,7,3894,439,396,11,10,131,14,12,10,9
1300,20,5,0,121,41,0,0,0,0,107,107,638,631,769,837,896,1133,853,833,841,851,4,0,1,2,53.5,489,5,12,7,12,983,3,1,0,33,0,3,1,0,33,0,0,0,0,832,841,850,2022,172,185,8,9,169,20,12,11,7,6205,745,698,12,11,354,31,34,8,9
1300,20,5,1,57,35,0,0,0,135,28,163,633,627,779,848,896,1133,853,848,848,848,5,0,0,3,53,480,2,12,7,12,1328,8,1,2,12,25,7,0,2,0,28,2,0,0,838,843,848,771,116,103,15,13,452,69,72,15,15,4091,304,320,7,7,161,9,15,5,9
1300,20,5,1,107,28,0,0,0,29,54,83,647,644,780,836,909,1150,866,836,836,836,6,0,0,2,52.5,400,3,12,7,12,1020,4,1,0,25,0,4,1,0,25,0,2,50,50,826,831,836,3098,210,240,6,7,115,4,2,3,1,3270,304,342,9,10,311,38,28,12,9
1300,20,5,0,259,27,0,0,0,145,0,145,630,638,774,844,903,1142,860,830,844,859,7,0,2,3,55,483,7,12,7,12,1323,16,1,0,6,0,12,1,0,8,0,11,9,9,829,844,861,5049,634,630,12,12,256,35,38,13,14,1126,92,95,8,8,332,19,27,5,8
1300,20,5,0,48,41,0,0,0,155,0,155,632,628,761,835,895,1145,852,833,841,851,8,0,2,4,57,458,2,12,7,12,1739,16,2,1,12,6,7,1,1,14,14,4,0,0,824,837,856,452,44,44,9,9,311,30,37,9,11,3240,240,277,7,8,298,22,28,7,9
1300,20,5,0,47,21,0,0,0,119,0,119,644,644,792,849,912,1138,869,833,849,883,3,0,2,3,53.5,459,1,12,7,12,1358,10,1,0,10,0,8,1,0,12,0,5,20,20,834,847,873,5654,699,657,12,11,236,38,31,16,13,2097,218,178,10,8,272,30,30,11,11
