course,humidity,kind,dbudam,drweight,lastday,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1400,3,3,0,0,36,3,4,2,4,53.5,466,0,12,11,12,1749,13,1,2,7,15,7,1,1,14,14,5647.0,699.0,657.0,12.0,11.0,236.0,38.0,32.0,16.0,13.0,2092,218,178,10,8,276,30,30,10,10
1400,3,3,0,-112,36,2,4,0,4,52,478,-4,12,11,12,1695,24,1,1,4,4,10,0,0,0,0,1959.0,138.0,142.0,7.0,7.0,532.0,37.0,40.0,6.0,7.0,3907,271,331,6,8,248,19,24,7,9
1400,3,3,0,-173,29,12,4,1,2,52,454,-5,12,11,12,965,3,1,0,33,0,3,1,0,33,0,6564.0,1331.0,995.0,20.0,15.0,480.0,111.0,71.0,23.0,14.0,1304,195,111,14,8,295,33,23,11,7
1400,3,3,1,-72,42,11,4,0,4,51,437,-3,12,11,12,1735,21,2,1,9,4,7,0,0,0,0,1649.0,69.0,101.0,4.0,6.0,40.0,1.0,2.0,2.0,5.0,7425,599,657,8,8,201,17,18,8,8
1400,3,3,0,166,36,10,4,2,5,55,483,6,12,11,12,2134,26,4,3,15,11,8,1,2,12,25,905.0,74.0,84.0,8.0,9.0,367.0,31.0,30.0,8.0,8.0,3468,303,311,8,8,175,35,20,20,11
1400,3,3,0,-36,28,1,0,2,5,52,445,-1,12,11,12,2105,36,1,7,2,19,11,0,1,0,9,4151.0,310.0,308.0,7.0,7.0,64.0,2.0,4.0,3.0,6.0,1120,92,95,8,8,340,21,28,6,8
1400,3,3,1,0,21,9,4,1,2,52,455,0,12,11,12,960,2,1,0,50,0,2,1,0,50,0,2896.0,221.0,224.0,7.0,7.0,430.0,32.0,41.0,7.0,9.0,10032,906,968,9,9,328,35,28,10,8
1400,3,3,1,102,49,8,4,1,3,52.5,498,5,12,11,12,1334,7,1,1,14,14,7,1,1,14,14,4638.0,713.0,613.0,15.0,13.0,457.0,55.0,43.0,12.0,9.0,2160,194,215,8,9,444,38,49,8,11
1400,3,3,3,168,77,7,4,0,4,52,477,13,12,11,12,1719,15,2,2,13,13,3,0,0,0,0,2476.87758932,287.296725989,267.577833287,9.10185762112,8.53098124504,315.398981521,34.3590186825,31.94351374,8.98092356281,8.53356592825,2279,216,210,9,9,199,16,19,8,9
1400,3,3,1,166,42,4,4,2,3,53,519,7,12,11,12,1343,2,1,0,50,0,2,1,0,50,0,483.0,69.0,44.0,14.0,9.0,336.0,49.0,32.0,14.0,9.0,3374,346,328,10,9,209,21,19,10,9
1400,3,3,3,0,36,5,4,1,5,57,492,0,12,11,12,2052,32,1,4,3,12,11,1,2,9,18,754.0,115.0,101.0,15.0,13.0,460.0,73.0,77.0,15.0,16.0,3670,276,302,7,8,317,21,39,6,12
1400,3,3,1,-139,36,6,4,2,3,54,468,-5,12,11,12,1355,3,2,0,66,0,3,2,0,66,0,114.0,10.0,10.0,8.0,8.0,114.0,10.0,10.0,8.0,8.0,5394,728,584,13,10,287,46,22,16,7
