course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1700,4,4,1,-120,50,-1,-1,-1,83,24,1,0,2,4,53,455.0,-6,12,9,11,1647,23,1,2,4,8,10,1,1,10,10,3,33.3,33.3,1134,1141,1147,877,103,79,11,9,426,47,44,11,10,1276,168,133,13,10,252,40,33,15,13
1700,4,4,-1.5,107,28,-1,-1,-1,47,89,10,0,0,3,51,474.0,3,12,9,11,1268,10,3,0,30,0,9,3,0,33,0,-1,-1,-1,-1,-1,-1,462,68,43,14,9,340,53,33,15,9,2444,223,185,9,7,235,25,10,10,4
1700,4,4,0.5,-184,49,-1,112,-1,-1,12,11,0,0,5,52.5,458.0,-9,12,9,11,2069,34,0,4,0,11,9,0,2,0,22,7,0.0,0.0,1100,1130,1156,1528,120,112,7,7,198,14,18,7,9,4581,371,396,8,8,256,15,12,5,4
1700,4,4,1.5,-286,21,-1,-1,-1,57,101,12,0,1,3,56,484.0,-6,12,9,11,1312,12,2,1,16,8,9,2,1,22,11,4,25.0,25.0,1127,1132,1136,3174,255,268,8,8,58,2,3,3,5,989,85,103,8,10,285,24,23,8,8
1700,4,4,0.5,0,28,-1,-1,-1,64,43,2,0,0,4,54.5,465.0,0,12,9,11,1683,21,4,2,19,9,9,2,1,22,11,5,40.0,40.0,1105,1126,1144,1190,70,77,5,6,100,5,4,5,4,6171,742,695,12,11,353,33,34,9,9
1700,4,4,0.5,318,22,-1,-1,-1,-1,120,9,0,1,4,51.5,491.0,7,12,9,11,1700,21,3,1,14,4,13,2,1,15,7,4,25.0,50.0,1113,1133,1145,77,1,5,1,6,77,1,5,1,6,2133,192,210,9,9,447,40,45,8,10
1700,4,4,2,107,28,-1,145,-1,-1,-1,4,0,0,3,54,505.0,3,12,9,11,1381,8,1,4,12,50,8,1,4,12,50,-1,-1,-1,-1,-1,-1,6538,1325,991,20,15,495,110,74,22,14,1104,91,94,8,8,341,22,27,6,7
1700,4,4,1.0,142,28,85,63,-1,-1,58,5,0,2,4,53.5,545.0,4,12,9,11,1674,14,2,3,14,21,9,2,2,22,22,2,0.0,50.0,1096,1111,1127,420,42,39,10,9,313,34,35,10,11,1115,68,76,6,6,217,8,12,3,5
1700,4,4,0.5,-112,36,-1,-1,-1,186,-1,6,0,0,4,55,456.0,-4,12,9,11,1710,18,2,2,11,11,8,0,0,0,0,1,0.0,0.0,1098,1098,1098,78,4,1,5,1,78,4,1,5,1,675,86,77,12,11,262,40,40,15,15
1700,4,4,3,-18,56,-1,-1,-1,140,13,7,0,2,4,55,472.0,-1,12,9,11,1677,13,3,1,23,7,8,1,1,12,12,-1,-1,-1,-1,-1,-1,7474,518,601,6,8,281,7,18,2,6,7414,599,657,8,8,198,18,19,9,9
1700,4,4,1.5,200,35,-1,-1,-1,73,48,8,0,0,3,52.5,462.0,7,12,9,11,1351,14,1,2,7,14,12,1,2,8,16,1,0.0,0.0,1143,1143,1143,1923,135,141,7,7,520,36,39,6,7,2859,229,246,8,8,250,17,31,6,12
1700,4,4,0,-191,42,-1,-1,-1,69,47,3,0,0,3,52,439.0,-8,12,9,11,1317,9,2,1,22,11,9,2,1,22,11,1,0.0,0.0,1130,1130,1130,2865,219,221,7,7,433,33,40,7,9,675,86,77,12,11,262,40,40,15,15
