course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,3,5,0,0,28,0,0,0,61,59,120,629,629,761,832,895,1126,848,825,832,843,1,벨라로라,한,암,3,55,김동수,구자흥,(주)인펨,464,0,12,5,12,1373,12,1,1,8,8,10,1,1,10,10,1,3,8,837,845,853,905.0,74.0,84.0,8.0,9.0,367.0,31.0,30.0,8.0,8.0,1091,108,123,9,11,186,22,23,11,12,838.85
1300,3,5,0,0,28,0,0,0,70,61,131,660,628,780,847,909,1150,866,841,847,853,10,힘찬출발,한,거,3,55,유승완,홍대유,김종식,464,0,12,5,12,1328,4,1,0,25,0,4,1,0,25,0,1,3,8,837,845,853,2896.0,221.0,224.0,7.0,7.0,430.0,32.0,41.0,7.0,9.0,2459,223,187,9,7,235,24,10,10,4,842.03
1300,3,5,0,0,28,0,0,0,30,47,77,630,630,766,832,891,1127,849,824,832,848,11,민손,한,암,4,51.5,김정준,박천서,이동일,464,0,12,5,12,1697,18,1,2,5,11,11,0,1,0,9,1,3,8,837,845,853,1210.0,70.0,77.0,5.0,6.0,120.0,5.0,4.0,4.0,3.0,3374,346,328,10,9,209,21,19,10,9,840.57
1300,3,5,3,0,21,0,0,0,48,42,90,649,648,775,859,917,1160,873,849,859,877,12,뉴캐슬,한,암,3,52,서승운,정호익,류재욱,464,0,12,5,12,1298,8,1,0,12,0,8,1,0,12,0,1,3,8,837,845,853,2243.51580082,234.519756541,224.315351907,8.17710417987,8.02629419769,279.159391948,27.5323858147,26.8173996928,7.82135894586,7.9136315305,3260,304,342,9,10,315,38,28,12,8,839.31
1300,3,5,0,0,35,0,201,0,0,10,211,651,635,768,841,901,1140,858,833,841,849,2,검란,한,암,3,52,김철호,박병일,드림커뮤니티,464,0,12,5,12,1399,5,1,1,20,20,5,1,1,20,20,1,3,8,837,845,853,1540.0,122.0,114.0,7.0,7.0,210.0,16.0,20.0,7.0,9.0,677,44,58,6,8,156,9,23,5,14,835.88
1300,3,5,0,0,36,0,0,0,30,115,145,663,631,774,847,907,1147,864,833,841,849,9,역대최상,한,암,2,52,임기원,정지은,함병만,464,0,12,5,12,1021,4,0,2,0,50,4,0,2,0,50,0,0,0,837,845,853,918.0,109.0,84.0,11.0,9.0,443.0,51.0,49.0,11.0,11.0,8250,734,839,8,10,194,14,14,7,7,835.71
1300,3,5,1,0,28,0,0,0,15,87,102,657,651,772,839,906,1146,863,833,839,842,4,스피드코어,한,암,3,52,지하주,김동균,김형실,464,0,12,5,12,1367,11,1,0,9,0,11,1,0,9,0,1,3,8,837,845,853,3186.0,255.0,269.0,8.0,8.0,64.0,1.0,3.0,1.0,4.0,1120,92,95,8,8,340,21,28,6,8,842.35
1300,3,5,1,0,35,0,0,0,92,21,113,658,642,766,828,903,1142,860,828,828,828,5,베스트슈터,한,암,4,51,이혁,이희영,베스트샤인조합,464,0,12,5,12,1715,16,0,1,0,6,9,0,0,0,0,1,3,8,837,845,853,1959.0,138.0,142.0,7.0,7.0,532.0,37.0,40.0,6.0,7.0,7425,599,657,8,8,201,17,18,8,8,842.67
1300,3,5,0,0,21,0,0,0,15,137,152,643,636,769,830,896,1133,853,824,830,834,6,언제어디서나,한,암,3,52.5,박병윤,하재흥,이유환,464,0,12,5,12,1334,7,1,1,14,14,7,1,1,14,14,1,3,8,837,845,853,1656.0,100.0,132.0,6.0,7.0,244.0,16.0,14.0,6.0,5.0,10032,906,968,9,9,328,35,28,10,8,838.35
1300,3,5,0,0,28,0,0,0,126,28,154,628,623,766,830,890,1125,847,826,830,834,7,당찬모습,한,암,4,52.5,벨리,양재철,이선종,464,0,12,5,12,1724,22,2,3,9,13,12,1,0,8,0,1,3,8,837,845,853,109.0,4.0,5.0,3.0,4.0,109.0,4.0,5.0,3.0,4.0,6722,536,581,7,8,142,11,9,7,6,840.92
1300,3,5,0,0,22,0,0,0,149,9,158,622,638,763,823,897,1124,847,805,823,835,8,송암강자,한,수,3,57,페로비치,최용구,지원철,464,0,12,5,12,1391,14,2,1,14,7,9,0,1,0,11,1,3,8,837,845,853,754.0,115.0,101.0,15.0,13.0,460.0,73.0,77.0,15.0,16.0,696,106,76,15,10,185,20,15,10,8,836.63
1300,3,5,2,0,43,0,0,0,48,86,134,642,629,758,830,892,1128,850,830,830,830,3,샛별아침,한,암,3,52.5,함완식,서홍수,허남양,464,0,12,5,12,1320,6,1,0,16,0,6,1,0,16,0,1,3,8,837,845,853,5041.0,633.0,629.0,12.0,12.0,269.0,37.0,41.0,13.0,15.0,1319,102,107,7,8,177,13,7,7,3,840.44
