course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1200,6,4,3.0,-250,28,-1,45,-1,123,17,3,좋아라,한,암,3,54.5,이준철,김대근,고광숙,438.0,-7,12,9,11,1303,14,2,2,14,14,11,2,2,18,18,8,12.5,25.0,746,760,778,2534,187,221,7,8,155,19,22,12,14,7309,691,749,9,10,275,42,33,15,12,755.7
1200,6,4,0.5,375,48,-1,-1,-1,123,-1,9,좋은데이,한,암,5,51.5,지하주,임봉춘,김진태a,490.0,18,12,9,11,2092,32,0,5,0,15,10,0,1,0,10,5,0.0,20.0,760,773,800,3174,255,268,8,8,58,2,3,3,5,3651,276,299,7,8,313,22,37,7,11,767.73
1200,6,4,1,0,62,-1,178,-1,-1,-1,8,대기속도,한,수,2,52,조성곤,김학수,박세용,494.0,0,12,9,11,1014,4,2,1,50,25,4,2,1,50,25,1,0.0,0.0,893,893,893,4606,709,609,15,13,430,53,40,12,9,2221,230,201,10,9,158,14,16,8,10,768.69
1200,6,4,-1,-108,28,-1,-1,-1,52,40,7,금강천하,한,암,3,52,김정준,심승태,고광숙,463.0,-3,12,9,11,1345,7,2,1,28,14,7,2,1,28,14,2,0.0,0.0,776,781,787,1190,70,77,5,6,100,5,4,5,4,989,85,103,8,10,285,24,23,8,8,769.64
1200,6,4,-3.5,-25,41,-1,-1,-1,19,115,6,혜성여왕,한,암,2,52,임기원,박재우,서상주,481.0,-1,12,9,11,1029,4,2,1,50,25,4,2,1,50,25,-1,-1,-1,-1,-1,-1,877,103,79,11,9,426,47,44,11,10,1276,168,133,13,10,252,40,33,15,13,753.0
1200,6,4,2,74,27,-1,161,-1,-1,-1,5,아이엠스타,한,거,3,54,페로비치,박흥진,서순배,498.0,2,12,9,11,1338,6,1,2,16,33,5,1,2,20,40,2,50.0,50.0,756,758,761,707,106,97,14,13,449,69,77,15,17,8049,693,705,8,8,155,2,8,1,5,758.58
1200,6,4,-3,-200,35,-1,-1,-1,142,-1,4,당찬여걸,한,암,4,52,장추열,우창구,홍금희,470.0,-7,12,9,11,1743,11,2,2,18,18,7,1,2,14,28,3,33.3,33.3,760,765,768,1992,169,183,8,9,166,22,13,13,7,2077,218,175,10,8,278,30,30,10,10,761.49
1200,6,4,-4.5,60,231,-1,-1,-1,59,59,2,갈색바람,한,암,4,51,이철경,서인석,강용식,473.0,14,12,9,11,1738,19,3,1,15,5,10,2,1,20,10,8,25.0,37.5,732,760,778,77,1,5,1,6,77,1,5,1,6,2133,192,210,9,9,447,40,45,8,10,762.52
1200,6,4,-4.5,79,63,-1,-1,-1,-1,144,12,투케이,한,수,3,52,김철호,하재흥,강균호,490.0,5,12,9,11,1284,8,1,2,12,25,8,1,2,12,25,4,25.0,75.0,751,757,760,1528,120,112,7,7,198,14,18,7,9,10005,903,967,9,9,322,33,29,10,9,760.94
1200,6,4,1.5,107,28,-1,-1,-1,20,94,11,새재사랑,한,수,4,53.5,벨리,김동균,김익영,447.0,3,12,9,11,1733,34,2,0,5,0,13,1,0,7,0,19,5.3,5.3,743,767,804,78,4,1,5,1,78,4,1,5,1,1104,91,94,8,8,341,22,27,6,7,759.48
1200,6,4,1.5,142,28,-1,-1,-1,127,-1,10,무한도마,한,수,4,56,문정균,안병기,박남성,476.0,4,12,9,11,1737,26,2,6,7,23,10,0,2,0,20,10,0.0,30.0,752,765,784,5373,396,469,7,8,262,20,14,7,5,2254,212,206,9,9,174,12,15,6,8,762.74
1200,6,4,0,-148,34,-1,-1,-1,76,10,1,라온나라,한,수,3,52,조인권,이신영,라온건설,474.0,-5,12,9,11,1317,11,0,5,0,45,10,0,4,0,40,1,0.0,100.0,750,750,750,2565,355,276,13,10,253,21,32,8,12,1281,194,110,15,8,292,33,24,11,8,759.54
