course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1000,5,6,0,-143,21,-1,-1,-1,110,29,1,바리바리,한,암,3,55,김동수,최용구,송용만,441,-3,12,2,11,1380,6,0,0,0,0,6,0,0,0,0,2,0.0,0.0,644,649,654,870,69,82,7,9,362,30,34,8,9,682,105,75,15,10,183,23,15,12,8,638.52
1000,5,6,-1,-48,21,-1,-1,-1,134,-1,10,단비,한,암,3,51,이철경,정지은,정은섭,465,-1,12,2,11,1309,5,0,0,0,0,5,0,0,0,0,2,0.0,0.0,628,628,629,69,1,4,1,5,69,1,4,1,5,8232,732,835,8,10,197,16,10,8,5,641.34
1000,5,6,0,-108,28,-1,-1,-1,100,10,11,싱크스윙,한,거,3,57,안효리,심승태,이동호,468,-3,12,2,11,1315,7,0,0,0,0,7,0,0,0,0,3,0.0,0.0,638,644,650,1089,60,60,5,5,139,7,10,5,7,980,84,103,8,10,284,25,24,8,8,641.69
1000,5,6,2,11,335,-1,-1,-1,18,121,12,세븐즈럭키,한,거,3,57,문정균,최영주,김근영,444,4,12,2,11,1337,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,649,649,649,5365,396,469,7,8,259,20,14,7,5,4075,303,318,7,7,175,10,15,5,8,648.31
1000,5,6,0,114,35,-1,-1,-1,-1,159,2,헤일로버드,한,암,3,55,벨리,박윤규,(주)녹원목장,480,4,12,2,11,1331,7,0,0,0,0,6,0,0,0,0,4,0.0,0.0,623,631,647,61,3,0,4,0,61,3,0,4,0,2854,228,246,7,8,252,16,33,6,13,632.09
1000,5,6,5,244,49,-1,-1,-1,174,-1,9,광명사랑,한,수,3,57,문세영,안병기,안병렬,475,12,12,2,11,1301,9,0,0,0,0,8,0,0,0,0,1,0.0,0.0,635,635,635,6520,1320,988,20,15,494,111,72,22,14,2243,212,206,9,9,163,12,15,7,9,636.29
1000,5,6,3.5,17,56,-1,-1,-1,119,29,4,키르케,한,암,3,55,함완식,안해양,김윤호,450,1,12,2,11,1300,6,0,1,0,16,6,0,1,0,16,5,0.0,20.0,625,635,641,5012,627,624,12,12,266,33,39,12,14,3438,336,288,9,8,164,6,9,3,5,636.94
1000,5,6,1,-70,216,-1,-1,-1,117,-1,5,태신,한,암,3,55,이준철,김동균,류재욱,472,-15,12,2,11,1289,5,0,0,0,0,5,0,0,0,0,-1,-1,-1,-1,-1,-1,2526,187,221,7,8,151,19,23,12,15,1096,91,93,8,8,339,22,26,6,7,640.95
1000,5,6,0,-679,28,-1,-1,-1,83,63,6,속보다리,한,거,3,57,부민호,박희철,신영식,449,-19,12,2,11,1360,6,0,0,0,0,5,0,0,0,0,2,0.0,0.0,649,654,660,1300,98,82,7,6,95,2,5,2,5,3906,339,359,8,9,274,18,20,6,7,645.56
1000,5,6,1.0,285,42,-1,-1,-1,17,70,7,우리의소원,한,암,2,53.5,박시천,하재흥,김선식,427,12,12,2,11,964,3,0,0,0,0,3,0,0,0,0,2,0.0,0.0,644,647,651,1361,50,61,3,4,56,0,0,0,0,9996,903,967,9,9,319,33,29,10,9,642.32
1000,5,6,1,-6,188,-1,-1,-1,-1,88,8,베스트화이어,한,암,3,55,김귀배,이희영,베스트샤인조합,421,-1,12,2,11,1341,4,0,0,0,0,4,0,0,0,0,3,0.0,0.0,633,642,652,4142,310,307,7,7,60,3,3,5,5,7410,599,657,8,8,200,19,20,9,10,649.89
1000,5,6,4,-200,20,-1,126,-1,32,12,3,가속특급,한,암,4,55,김정준,황영원,코리아호스랜드,420,-4,12,2,11,1711,7,0,0,0,0,7,0,0,0,0,3,0.0,0.0,627,641,650,1181,70,76,5,6,91,5,3,5,3,1109,68,76,6,6,215,8,12,3,5,644.19
