course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,5,6,0.5,0,91,0,0,0,57,105,162,656.031904287,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,826.447997081,1,제국의후예,한,암,2,52.5,김동수,박윤규,금악목장,-1,0,11,4,12,942,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,889,70,83,7,9,366,28,33,7,9,2863,229,246,7,8,247,15,31,6,12,861.89
1300,5,6,0.5,0,28,0,0,0,28,72,100,441.552136439,638.4116297,786.025482988,843.1374421,903.3792085,1142.496707,792.500434454,10,다이아탑,한,수,3,57.5,장추열,배대선,강종우,-1,0,11,4,12,1362,5,0,1,0,20,5,0,1,0,20,-1,-1,-1,-1,-1,-1,1999,171,183,8,9,166,24,13,14,7,6178,744,695,12,11,353,35,34,9,9,851.03
1300,5,6,1,0,49,0,65,0,0,77,142,656.656656657,638.4116297,788.205115346,874.0,903.3792085,1142.496707,833.858219534,11,온니고,한,수,3,55,정정희,유재길,지원철,-1,0,11,4,12,1354,4,0,0,0,0,4,0,0,0,0,1,0.0,0.0,874,874,874,668,31,38,4,5,252,14,15,5,5,4584,372,396,8,8,255,15,12,5,4,868.87
1300,5,6,-1,0,42,0,0,0,0,119,119,673.549678469,646.169354839,787.269690749,855.574061339,903.3792085,1142.496707,834.739783483,2,무패마마,한,암,3,54,황종우,박흥진,오왕근,-1,0,11,4,12,1316,14,0,0,0,0,13,0,0,0,0,7,0.0,0.0,849,855,861,668,24,30,3,4,88,1,2,1,2,8054,693,705,8,8,154,2,8,1,5,856.53
1300,5,6,-2.0,0,41,0,0,0,57,73,130,653.346653347,640.718562874,775.2310909,843.1374421,903.3792085,1142.496707,826.38494412,3,가장먼저,한,암,2,50.5,하정훈,박천서,한영석,-1,0,11,4,12,963,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,849,849,849,335,19,23,5,6,284,17,22,5,7,3367,346,328,10,9,213,22,20,10,9,849.53
1300,5,6,-1,0,28,0,0,0,91,11,102,373.91564466,332.335329341,775.2310909,843.1374421,903.3792085,1142.496707,728.41590375,9,우승일기,한,암,3,54,박상우,박대흥,조진환,-1,0,11,4,12,1365,2,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,1644,69,101,4,6,35,1,2,2,5,5380,723,584,13,10,285,41,22,14,7,853.53
1300,5,6,0.5,0,49,85,0,0,57,0,142,639.720558882,639.221556886,769.307923771,843.0,903.3792085,1142.496707,822.85432584,5,이백점,한,수,2,56,문세영,안병기,박재범,-1,0,11,4,12,984,5,0,1,0,20,5,0,1,0,20,2,0.0,50.0,843,843,843,6546,1327,993,20,15,487,110,72,22,14,2262,214,207,9,9,182,14,16,7,8,842.41
1300,5,6,0,0,27,0,0,0,0,167,167,678.96938855,665.165165165,805.025125628,856.234821263,903.3792085,1142.496707,841.878402684,6,숨은영웅,한,수,3,56,김옥성,지용철,조창석,-1,0,11,4,12,1284,13,0,0,0,0,13,0,0,0,0,10,0.0,0.0,842,858,871,7482,518,601,6,8,288,7,18,2,6,10543,807,931,7,8,337,21,25,6,7,855.97
1300,5,6,-1,0,34,0,0,0,60,51,111,664.664664665,649.700598802,788.0,854.565561832,903.3792085,1142.496707,833.801123466,7,쾌도여왕,한,암,3,54,문정균,홍대유,윤훈열,-1,0,11,4,12,1373,6,0,0,0,0,6,0,0,0,0,3,0.0,0.0,850,860,871,5380,399,469,7,8,263,23,13,8,4,2451,223,185,9,7,237,25,9,10,3,844.46
1300,5,6,-2.5,0,28,0,0,0,31,116,147,678.364038053,636.176595757,775.2310909,843.1374421,903.3792085,1142.496707,829.797513718,8,골드스타힐스,한,암,2,50,이철경,서인석,서운석,-1,0,11,4,12,990,3,0,0,0,0,3,0,0,0,0,1,0.0,0.0,851,851,851,85,1,6,1,7,85,1,6,1,7,2140,192,211,8,9,442,39,46,8,10,849.63
1300,5,6,0.5,0,41,0,0,0,40,56,96,323.523883993,638.4116297,775.2310909,843.1374421,903.3792085,1142.496707,771.029993699,4,메니파크,한,암,2,52.5,임기원,박재우,지원철,-1,0,11,4,12,1024,2,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,894,105,80,11,8,434,48,45,11,10,1285,168,133,13,10,256,39,33,15,12,852.32
