course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1200,3,4,1,0,28,0,0,0,0,220,220,627,627,764,818,897,1122,845,757,764,771,12,미스터탱크,한,수,4,51.5,박상우,김대근,김경민,463,0,12,10,12,1702,31,1,2,3,6,11,1,0,9,0,13,0,15,751,771,796,1649,69,101,4,6,40,1,2,2,5,7324,694,750,9,10,270,41,29,15,10,763.1
1200,3,4,0,0,35,0,0,0,131,32,163,637,635,755,821,886,1120,844,747,755,768,11,선마스터,한,수,3,53.5,문세영,서범석,이신근,463,0,12,10,12,1390,10,1,3,10,30,10,1,3,10,30,5,0,20,747,754,769,6564,1331,995,20,15,480,111,71,23,14,3837,349,353,9,9,183,14,15,7,8,761.65
1200,3,4,0,0,29,0,0,0,135,28,163,630,630,766,828,896,1128,850,764,772,782,5,천의강자,한,수,4,54,김동수,임봉춘,박정웅,463,0,12,10,12,1766,21,3,1,14,4,8,1,1,12,12,5,20,20,757,767,774,905,74,84,8,9,367,31,30,8,8,3670,276,302,7,8,317,21,39,6,12,761.01
1200,3,4,2,0,28,0,0,0,113,0,113,626,627,760,827,886,1121,844,755,760,764,6,옥녀봉,한,암,3,52.5,최범현,정호익,(주)디알엠씨티,463,0,12,10,12,1303,10,2,2,20,20,10,2,2,20,20,4,25,25,755,760,766,5647,699,657,12,11,236,38,32,16,13,3260,304,342,9,10,315,38,28,12,8,755.77
1200,3,4,1,0,77,0,0,0,0,156,156,631,636,773,843,909,1136,858,764,772,782,7,영실기암,한,수,4,52.5,이기회,박흥진,김수경,463,0,12,10,12,1721,21,1,3,4,14,4,0,0,0,0,7,0,28,763,777,802,3060,115,143,3,4,105,4,8,3,7,8059,694,705,8,8,152,3,8,1,5,770.4
1200,3,4,0,0,56,0,20,0,149,0,169,624,616,760,832,884,1118,842,753,760,768,4,더존코코,한,암,4,52.5,김정준,박종곤,최준호 ,463,0,12,10,12,1763,21,1,3,4,14,5,0,0,0,0,14,0,21,744,761,782,1210,70,77,5,6,120,5,4,4,3,3468,303,311,8,8,175,35,20,20,11,766.93
1200,3,4,4,0,29,0,0,0,121,14,135,621,617,758,812,879,1111,837,744,758,774,9,마상귀재,한,수,3,55,장추열,배대선,서홍배,463,0,12,10,12,1385,11,1,3,9,27,8,1,3,12,37,7,14,28,743,760,776,2014,171,185,8,9,171,21,12,12,7,6196,744,697,12,11,355,30,33,8,9,765.47
1200,3,4,0,0,63,0,0,0,120,0,120,629,629,762,850,891,1127,848,753,762,774,10,정상의빛,한,암,3,51,이아나,서인석,이용대,463,0,12,10,12,1328,12,2,2,16,16,9,2,2,22,22,8,25,50,752,763,774,1011,50,44,4,4,102,6,3,5,2,2160,194,215,8,9,444,38,49,8,11,765.93
1200,3,4,1,0,63,0,0,0,142,13,155,620,627,763,830,888,1123,845,751,763,769,1,그리피스,한,암,4,51,벨리,박재우,김정성,463,0,12,10,12,1737,13,2,1,15,7,8,2,1,25,12,7,0,14,752,775,798,109,4,5,3,4,109,4,5,3,4,1300,171,134,13,10,259,41,34,15,13,765.77
1200,3,4,4,0,36,0,0,0,77,19,96,625,627,756,833,884,1118,842,754,756,757,3,브라보진선미,한,암,3,52,이혁,신삼영,조창석,463,0,12,10,12,1405,10,1,3,10,30,8,1,3,12,37,7,14,57,758,767,787,1959,138,142,7,7,532,37,40,6,7,1191,121,110,10,9,207,19,27,9,13,761.8
1200,3,4,0,0,43,0,0,0,143,26,169,620,620,756,810,879,1106,836,755,756,758,2,샤인클로버,한,암,4,56,임기원,심승태,김용래,463,0,12,10,12,1718,19,1,6,5,31,8,0,2,0,25,9,0,22,735,761,789,918,109,84,11,9,443,51,49,11,11,1010,88,106,8,10,291,26,23,8,7,765.52
1200,3,4,0,0,29,0,0,0,51,103,154,638,636,754,831,890,1125,847,750,754,759,8,포리스트리,한,수,4,56.5,페로비치,이희영,김윤구,463,0,12,10,12,1722,15,2,3,13,20,11,1,2,9,18,10,20,50,743,755,768,754,115,101,15,13,460,73,77,15,16,7425,599,657,8,8,201,17,18,8,8,762.03
