course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1000,4,6,0,-58,35,-1,-1,-1,93,52,1,메니스카이,한,수,2,54,김혜선,정지은,(주)자성실업,502.0,-2,12,2,11,945,3,0,0,0,0,3,0,0,0,0,3,0.0,0.0,632,636,644,2732,205,216,7,7,444,39,40,8,9,8238,733,835,8,10,197,16,10,8,5,631.74
1000,4,6,-2,-86,35,-1,-1,-1,96,8,8,일등여걸,한,암,2,50,이철경,서인석,김욱수,427.0,-3,12,2,11,1044,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,648,649,651,77,1,5,1,6,77,1,5,1,6,2133,192,210,9,9,447,40,45,8,10,638.79
1000,4,6,0,-167,42,-1,-1,-1,22,88,7,레베카,한,암,2,53,이동국,손영표,최병권,485.0,-7,12,2,11,944,3,0,0,0,0,3,0,0,0,0,3,0.0,0.0,628,634,640,3080,209,240,6,7,103,3,2,2,1,2183,199,187,9,8,218,16,12,7,5,634.29
1000,4,6,0.0,178,28,-1,108,-1,33,-1,6,로열에센스,한,암,2,53.5,조성곤,양재철,조창규,454.0,5,12,2,11,974,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,618,627,639,4606,709,609,15,13,430,53,40,12,9,6714,534,581,7,8,145,10,9,6,6,631.1
1000,4,6,0,-244,41,-1,-1,-1,114,43,5,더밀어붙여,한,거,2,54,조재로,하재흥,이중연,454.0,-10,12,2,11,948,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,634,640,647,420,42,39,10,9,313,34,35,10,11,10005,903,967,9,9,322,33,29,10,9,633.5
1000,4,6,0,214,28,-1,-1,-1,9,104,9,축복의열매,한,암,2,52,김옥성,지용철,김영옥,460.0,6,12,2,11,958,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,637,639,641,7474,518,601,6,8,281,7,18,2,6,10535,807,930,7,8,336,21,25,6,7,636.14
1000,4,6,0,-143,28,-1,188,-1,-1,-1,3,청운일호,한,암,2,52,임기원,박병일,충마회,448.0,-4,12,2,11,973,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,640,644,649,877,103,79,11,9,426,47,44,11,10,669,44,57,6,8,156,9,22,5,14,640.71
1000,4,6,0,-477,21,-1,-1,-1,-1,151,2,대승비법,한,수,2,54,벨리,지용철,최성룡,516.0,-10,12,2,11,970,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,646,654,663,78,4,1,5,1,78,4,1,5,1,10535,807,930,7,8,336,21,25,6,7,643.58
1000,4,6,0,-297,27,-1,-1,-1,85,43,12,베스트텐,한,암,2,52,송재철,안해양,최종환,501.0,-8,12,2,11,1014,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,643,643,643,1430,75,113,5,7,588,35,41,5,6,3443,336,289,9,8,161,6,10,3,6,637.17
1000,4,6,-2,-260,27,-1,14,-1,101,13,11,태산압정,한,암,2,50,하정훈,박천서,말사모,458.0,-7,12,2,11,960,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,648,648,648,328,19,23,5,7,279,17,22,6,7,3361,346,327,10,9,212,22,19,10,8,638.11
1000,4,6,1.5,205,34,-1,-1,-1,111,34,10,라이징스토리,한,암,2,53.5,이혁,김동철,금악목장,453.0,7,12,2,11,1037,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,622,633,639,1923,135,141,7,7,520,36,39,6,7,102,3,8,2,7,102,3,8,2,7,635.55
1000,4,6,1.5,-36,28,-1,-1,-1,135,34,4,한일매직,한,수,2,55.5,이준철,김대근,한일사료,442.0,-1,12,2,11,931,3,0,1,0,33,3,0,1,0,33,3,0.0,33.3,634,642,648,2534,187,221,7,8,155,19,22,12,14,7309,691,749,9,10,275,42,33,15,12,632.21
