course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1400,6,3,-0.5,-260,27,15,-1,-1,-1,118,5,4,2,5,54,514.0,-7,12,11,11,2017,21,2,2,9,9,10,0,0,0,0,3,0.0,0.0,888,897,910,78,4,1,5,1,78,4,1,5,1,102,3,8,2,7,102,3,8,2,7
1400,6,3,0.0,83,48,-1,-1,-1,131,-1,6,4,2,3,52.5,494.0,4,12,11,11,1382,9,2,0,22,0,6,0,0,0,0,4,0.0,0.0,880,891,906,1923,135,141,7,7,520,36,39,6,7,3241,298,337,9,10,314,34,24,10,7
1400,6,3,0,-350,20,-1,-1,-1,106,39,7,0,0,4,51,491.0,-7,12,11,11,1666,13,4,0,30,0,10,4,0,40,0,-1,-1,-1,-1,-1,-1,91,9,9,9,9,91,9,9,9,9,5374,722,583,13,10,284,40,21,14,7
1400,6,3,2.5,180,105,-1,-1,-1,176,-1,8,4,2,5,53.5,477.0,19,12,11,11,2053,33,2,2,6,6,10,0,0,0,0,9,11.1,11.1,869,890,902,77,1,5,1,6,77,1,5,1,6,3912,339,360,8,9,276,18,21,6,7
1400,6,3,-1,607,28,-1,-1,-1,159,12,9,4,2,3,51,513.0,17,12,11,11,1347,11,1,1,9,9,8,1,1,12,12,3,0.0,0.0,896,902,912,328,19,23,5,7,279,17,22,6,7,10535,807,930,7,8,336,21,25,6,7
1400,6,3,0.5,24,83,-1,-1,-1,147,-1,3,4,1,3,51.5,517.0,2,12,11,11,1399,10,0,3,0,30,8,0,2,0,25,6,0.0,33.3,885,890,898,4145,310,307,7,7,62,3,3,4,4,2133,192,210,9,9,447,40,45,8,10
1400,6,3,0.5,201,104,-1,-1,-1,126,29,2,4,2,3,51.5,460.0,21,12,11,11,1381,11,0,3,0,27,9,0,3,0,33,2,0.0,0.0,899,912,925,3080,209,240,6,7,103,3,2,2,1,10005,903,967,9,9,322,33,29,10,9
1400,6,3,-2.5,148,27,-1,-1,-1,64,61,12,4,2,4,52,475.0,4,12,11,11,1741,14,1,0,7,0,6,1,0,16,0,1,100.0,100.0,882,882,882,2565,355,276,13,10,253,21,32,8,12,2183,199,187,9,8,218,16,12,7,5
1400,6,3,0.5,107,28,-1,-1,-1,-1,168,11,4,1,4,51.5,464.0,3,12,11,11,1706,22,1,2,4,9,10,1,1,10,10,9,11.1,11.1,886,898,924,5373,396,469,7,8,262,20,14,7,5,7309,691,749,9,10,275,42,33,15,12
1400,6,3,0,84,154,-1,-1,-1,68,28,10,4,2,4,52,492.0,13,12,11,11,1745,11,1,1,9,9,6,0,0,0,0,2,0.0,0.0,881,885,889,2865,219,221,7,7,433,33,40,7,9,4266,277,365,6,8,169,7,19,4,11
1400,6,3,0,195,41,-1,-1,-1,47,87,4,4,0,3,52,483.0,8,12,11,11,1344,11,0,5,0,45,9,0,4,0,44,2,0.0,0.0,887,891,895,707,106,97,14,13,449,69,77,15,17,3882,438,394,11,10,132,16,12,12,9
1400,6,3,0,-89,34,-1,-1,-1,172,12,1,4,0,3,55,505.0,-3,12,11,11,1303,12,1,2,8,16,10,1,2,10,20,3,0.0,66.7,876,887,903,4606,709,609,15,13,430,53,40,12,9,3651,276,299,7,8,313,22,37,7,11
