course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,20,5,0,-36,28,0,0,0,117,0,117,644,642,785,846,912,1153,868,846,846,846,4,0,0,3,52,508,-1,11,6,12,1434,8,1,0,12,0,8,1,0,12,0,1,100,100,846,846,846,2908,221,224,7,7,417,31,39,7,9,825,45,57,5,6,186,11,14,5,7
1300,20,5,1,107,28,0,0,0,0,128,128,629,626,760,824,885,1119,843,814,824,834,5,0,2,4,53.5,478,3,11,6,12,1719,18,0,2,0,11,5,0,1,0,20,7,0,14,815,835,867,1662,101,132,6,7,241,17,14,7,5,5284,392,431,7,8,173,13,11,7,6
1300,20,5,1,158,63,0,110,0,0,36,146,648,632,774,842,902,1141,859,833,841,851,6,0,1,2,54,470,10,11,6,12,1020,4,1,0,25,0,4,1,0,25,0,1,100,100,826,826,826,2609,362,281,13,10,297,28,37,9,12,652,49,42,7,6,164,16,6,9,3
1300,20,5,2,214,28,0,0,0,119,11,130,627,637,773,843,911,1140,858,820,843,872,7,0,1,4,54.5,480,6,11,6,12,1762,19,1,3,5,15,10,0,2,0,20,7,0,28,820,839,876,930,110,86,11,9,444,52,50,11,11,681,44,58,6,8,154,8,21,5,13
1300,20,5,3,294,34,0,0,0,0,78,78,635,630,769,846,902,1138,857,825,846,857,8,0,2,4,56,451,10,11,6,12,1735,15,1,2,6,13,11,1,2,9,18,5,20,20,825,840,858,1101,62,61,5,5,127,7,9,5,7,1015,88,108,8,10,282,25,24,8,8
1300,20,5,2,-75,27,0,0,0,37,53,90,628,633,760,828,889,1125,847,822,828,833,3,0,0,3,53.5,440,-2,11,6,12,1330,10,1,1,10,10,10,1,1,10,10,2,0,0,823,828,833,1217,71,77,5,6,127,6,4,4,3,3840,349,353,9,9,181,14,13,7,7
1300,20,5,0,685,35,0,0,0,72,67,139,631,630,773,835,894,1131,851,833,841,851,1,0,0,3,52,483,24,11,6,12,1369,10,1,2,10,20,8,1,1,12,12,1,0,100,829,829,829,4261,354,348,8,8,67,2,5,2,7,10565,810,932,7,8,335,24,24,7,7
1300,20,5,0,-450,20,0,0,0,12,79,91,642,636,779,858,908,1147,865,858,858,858,10,0,0,3,51,477,-9,11,6,12,1433,13,0,1,0,7,9,0,0,0,0,1,0,0,859,859,859,671,24,30,3,4,91,1,2,1,2,2287,217,212,9,9,207,17,21,8,10
1300,20,5,1,-29,35,0,0,0,136,0,136,636,644,768,835,900,1138,857,829,835,841,11,0,0,3,51,445,-1,11,6,12,1351,14,0,0,0,0,8,0,0,0,0,2,0,0,832,837,843,1320,98,84,7,6,102,2,7,1,6,113,3,10,2,8,113,3,10,2,8
1300,20,5,4,89,56,0,0,0,0,151,151,635,635,776,836,899,1137,856,823,836,850,2,0,2,3,57,472,5,11,6,12,1385,12,2,0,16,0,10,2,0,20,0,7,28,28,818,836,850,4646,714,613,15,13,452,55,41,12,9,10038,906,969,9,9,324,35,29,10,8
1300,20,5,1,750,20,0,67,0,8,13,88,631,641,775,845,908,1188,865,845,845,845,9,0,1,3,53,500,15,11,6,12,1367,8,1,0,12,0,6,1,0,16,0,2,0,0,845,846,848,2320,140,159,6,6,47,4,4,8,8,652,49,42,7,6,164,16,6,9,3
