course,humidity,kind,dbudam,drweight,lastday,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1300,3,5,1,0,29,5,0,0,4,54,464,0,12,6,12,1697,15,2,2,13,13,12,1,1,8,8,3186,255,269,8,8,64,1,3,1,4,677,44,58,6,8,156,9,23,5,14
1300,3,5,1,0,35,6,0,1,3,55,464,0,12,6,12,1386,11,1,2,9,18,8,1,0,12,0,2896,221,224,7,7,430,32,41,7,9,696,106,76,15,10,185,20,15,10,8
1300,3,5,4,0,29,7,0,1,3,53.5,464,0,12,6,12,1319,8,0,2,0,25,8,0,2,0,25,109,4,5,3,4,109,4,5,3,4,1120,92,95,8,8,340,21,28,6,8
1300,3,5,0,0,57,8,0,1,3,57,464,0,12,6,12,1369,5,1,1,20,20,5,1,1,20,20,6564,1331,995,20,15,480,111,71,23,14,1091,108,123,9,11,186,22,23,11,12
1300,3,5,0,0,119,9,0,2,4,51,464,0,12,6,12,1757,20,1,1,5,5,8,0,0,0,0,114,10,10,8,8,114,10,10,8,8,10032,906,968,9,9,328,35,28,10,8
1300,3,5,4,0,21,4,0,2,3,56,464,0,12,6,12,1331,6,1,0,16,0,6,1,0,16,0,1313,98,83,7,6,95,2,6,2,6,3927,339,360,8,9,275,17,20,6,7
1300,3,5,1,0,28,10,0,2,3,53.5,464,0,12,6,12,1398,11,1,0,9,0,8,1,0,12,0,1959,138,142,7,7,532,37,40,6,7,2227,230,201,10,9,153,14,16,9,10
1300,3,5,3,0,28,11,0,2,3,55,464,0,12,6,12,1384,8,1,1,12,12,8,1,1,12,12,1210,70,77,5,6,120,5,4,4,3,3374,346,328,10,9,209,21,19,10,9
1300,3,5,0,0,28,12,0,0,4,55,464,0,12,6,12,1681,17,2,2,11,11,10,0,1,0,10,5041,633,629,12,12,269,37,41,13,15,3260,304,342,9,10,315,38,28,12,8
1300,3,5,0,0,43,2,0,1,3,53,464,0,12,6,12,1342,6,0,0,0,0,6,0,0,0,0,754,115,101,15,13,460,73,77,15,16,1300,171,134,13,10,259,41,34,15,13
1300,3,5,0,0,28,3,0,0,3,52,464,0,12,6,12,1332,12,1,0,8,0,11,1,0,9,0,2014,171,185,8,9,171,21,12,12,7,6196,744,697,12,11,355,30,33,8,9
1300,3,5,1,0,28,1,0,1,3,55,464,0,12,6,12,1358,8,1,0,12,0,6,1,0,16,0,905,74,84,8,9,367,31,30,8,8,3670,276,302,7,8,317,21,39,6,12
