course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1300,7,4,-1.5,19,153,0,0,0,163,0,163,633.054815233,614.741893358,753.683828969,839.632041428,891.400759666,1136.55118058,811.510753205,830.859742223,839.632041428,850.030434904,1,카이젠포스,미,암,3,55,문정균,박흥진,오왕근,473.0,3,12,12,12,1361,10,0,1,0,10,8,0,1,0,12,0,0.0,0.0,832.287325221,841.059624426,851.458017902,5387,399,469,7,8,261,23,13,8,4,8057,693,705,8,8,154,2,8,1,5,836.04
1300,7,4,1.5,47,21,0,0,0,0,121,121,634.113167176,634.37680427,760.10833511,839.632041428,891.400759666,1136.55118058,816.030381371,830.859742223,839.632041428,850.030434904,10,다이얼킹,미,수,2,53.5,최범현,김양선,권경자,530.0,1,12,12,12,999,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,832.287325221,841.059624426,851.458017902,5640,698,655,12,11,234,37,32,15,13,8811,894,897,10,10,231,19,27,8,11,832.38
1300,7,4,0.5,-58,35,0,0,0,0,118,118,646.317766555,608.923134628,756.801816039,823.646085625,891.400759666,1136.55118058,810.606790515,816.783451377,823.646085625,834.134646747,11,온더스테이지,한,암,3,56,함완식,손영표,김형실,475.0,-2,12,12,12,1389,13,4,2,30,15,9,3,1,33,11,7,42.9,57.1,808.0,821.0,834.0,5030,630,628,12,12,262,34,41,12,15,2191,199,187,9,8,214,14,12,6,5,819.5
1300,7,4,-0.5,-1000,13,0,0,0,84,11,95,652.848357529,613.065715128,755.29149118,828.59862573,895.022706111,1136.55118058,813.563012709,828.59862573,828.59862573,828.59862573,12,레전드킹,호,수,3,55,박병윤,서홍수,김규중,486.0,-13,12,12,12,1195,7,0,1,0,14,7,0,1,0,14,2,0.0,0.0,823.0,826.0,829.0,1649,100,132,6,8,240,16,14,6,5,1316,102,107,7,8,179,13,8,7,4,828.38
1300,7,4,0,47,21,0,114,0,44,0,158,657.086229568,634.37680427,768.886218039,840.189301159,891.400759666,1136.55118058,821.415082213,831.176543459,840.189301159,849.202058859,2,장비행운,미,수,2,52,조성곤,우창구,장수영,492.0,1,12,12,12,956,4,0,0,0,0,4,0,0,0,0,2,0.0,0.0,830.0,839.0,848.0,4629,712,611,15,13,451,55,41,12,9,2087,218,177,10,8,281,30,31,10,11,839.7
1300,7,4,0,285,35,0,0,0,98,19,117,640.771213935,632.380439581,770.436653655,821.488745638,883.105031063,1125.59282188,812.295817625,808.608309066,821.488745638,829.841052099,9,에어즈락,한,수,4,54,벨리,박재우,김정철,513.0,10,12,12,12,1728,18,2,2,11,11,7,1,1,14,14,4,25.0,25.0,809.0,829.0,844.0,99,4,3,4,3,99,4,3,4,3,1294,171,133,13,10,259,42,33,16,12,826.04
1300,7,4,-3.0,500,28,0,0,0,125,17,142,658.91299379,627.506508148,771.406875917,834.739804927,891.400759666,1136.55118058,820.086353837,831.442933006,834.739804927,837.594268229,4,새벽불꽃,한,거,3,52.5,김옥성,지용철,김종식,477.0,14,12,12,12,1320,13,2,0,15,0,13,2,0,15,0,3,33.3,33.3,823.0,831.0,838.0,7489,518,601,6,8,289,7,18,2,6,10550,809,931,7,8,334,23,24,6,7,838.91
1300,7,4,-1.0,-550,20,0,0,0,130,11,141,662.784588488,637.517253811,781.266584522,831.52629888,897.452957349,1150.75568755,826.883895099,817.156698147,831.52629888,848.913462724,5,환희의순간,한,수,4,53.5,임기원,김점오,과천시청,443.0,-11,12,12,12,1725,27,2,2,7,7,12,1,0,8,0,13,15.4,23.1,814.0,829.0,863.0,903,106,81,11,8,435,48,46,11,10,7690,720,728,9,9,246,30,30,12,12,832.29
1300,7,4,0.5,28,35,0,0,0,130,16,146,652.183683798,634.37680427,759.805321987,816.260834937,887.251466751,1136.55118058,814.404882053,809.217240993,816.260834937,827.432844713,6,프리티보이,한,거,3,56,조인권,최영주,권인택,448.0,1,12,12,12,1326,12,1,5,8,41,10,1,3,10,30,4,25.0,25.0,801.0,815.0,825.0,2589,358,281,13,10,277,24,37,8,13,4086,304,320,7,7,170,10,15,5,8,820.74
1300,7,4,2.5,37,27,0,0,0,31,90,121,657.454657905,627.920326731,760.10833511,839.632041428,891.400759666,1136.55118058,818.844550236,830.859742223,839.632041428,850.030434904,7,소캐스티,미,수,2,56.5,이혁,이관호,최수군,454.0,1,12,12,12,1014,2,1,0,50,0,2,1,0,50,0,0,0.0,0.0,832.287325221,841.059624426,851.458017902,1947,137,142,7,7,526,37,40,7,7,574,74,43,12,7,211,33,19,15,9,836.05
