course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,5,6,0,-1,-1,-1,-1,-1,-1,135,1,0,1,2,54,487.0,12,12,1,11,972,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1992,169,183,8,9,166,22,13,13,7,6171,742,695,12,11,353,33,34,9,9
1000,5,6,0,-229,35,-1,-1,-1,48,70,10,0,0,2,52,458.0,-8,12,1,11,1014,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,629,629,629,2865,219,221,7,7,433,33,40,7,9,2444,223,185,9,7,235,25,10,10,4
1000,5,6,0,-1,-1,59,-1,-1,-1,65,11,0,0,2,52,445.0,1,12,1,11,929,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,877,103,79,11,9,426,47,44,11,10,1115,68,76,6,6,217,8,12,3,5
1000,5,6,1,-91,22,-1,-1,-1,-1,291,12,0,1,2,55,473.0,-2,12,1,11,1008,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,632,632,632,4255,354,348,8,8,72,3,5,4,6,3912,339,360,8,9,276,18,21,6,7
1000,5,6,0,-35,29,-1,-1,-1,211,-1,2,0,1,2,54,478.0,-1,12,1,11,948,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,637,637,637,1923,135,141,7,7,520,36,39,6,7,4581,371,396,8,8,256,15,12,5,4
1000,5,6,1,-69,29,-1,109,-1,-1,47,9,0,1,2,55,483.0,-2,12,1,11,965,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,635,635,635,2497,289,290,11,11,236,38,40,16,16,3454,301,310,8,8,168,33,21,19,12
1000,5,6,0,-1,-1,-1,-1,-1,-1,119,4,0,1,2,54,514.0,-3,12,1,11,957,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,6538,1325,991,20,15,495,110,74,22,14,1281,194,110,15,8,292,33,24,11,8
1000,5,6,0,-1,-1,-1,61,-1,-1,82,5,0,2,2,54,457.0,-18,12,1,11,981,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,462,68,43,14,9,340,53,33,15,9,3361,346,327,10,9,212,22,19,10,8
1000,5,6,0,-1,-1,-1,-1,-1,86,54,6,0,0,2,52,452.0,7,12,1,11,933,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,420,42,39,10,9,313,34,35,10,11,1309,102,107,7,8,178,14,8,7,4
1000,5,6,0,139,43,-1,-1,-1,38,75,7,0,1,2,54,482.0,6,12,1,11,958,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,625,625,625,2565,355,276,13,10,253,21,32,8,12,989,85,103,8,10,285,24,23,8,8
1000,5,6,0,107,28,-1,-1,-1,166,-1,8,0,1,2,54,476.0,3,12,1,11,937,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,645,645,645,2732,205,216,7,7,444,39,40,8,9,2254,212,206,9,9,174,12,15,6,8
1000,5,6,0,-1,-1,-1,-1,-1,29,131,3,0,1,2,50,456.0,-5,12,1,11,932,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,91,9,9,9,9,91,9,9,9,9,10005,903,967,9,9,322,33,29,10,9
