course,humidity,kind,dbudam,drweight,lastday,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,3,4,0,0,100,1,4,0,2,52,475,3,12,4,12,1018,0,0,0,6.44577953277,8.55935647459,0,0,0,5.98217716013,8.38167672762,6564.0,1331.0,995.0,20.0,15.0,480.0,111.0,71.0,23.0,14.0,1091,108,123,9,11,186,22,23,11,12
1000,3,4,1,-104,29,10,4,1,2,53,453,-3,12,4,12,945,2,0,0,0.0,0.0,2,0,0,0.0,0.0,1540.0,122.0,114.0,7.0,7.0,210.0,16.0,20.0,7.0,9.0,3374,346,328,10,9,209,21,19,10,9
1000,3,4,1,172,29,11,4,0,2,53.5,450,5,12,4,12,974,3,0,1,0.0,33.0,3,0,1,0.0,33.0,918.0,109.0,84.0,11.0,9.0,443.0,51.0,49.0,11.0,11.0,8815,896,897,10,10,230,21,26,9,11
1000,3,4,1,-91,22,12,4,0,3,53.5,475,-2,12,4,12,1375,5,0,1,0.0,20.0,5,0,1,0.0,20.0,2345.99146556,252.184128852,238.15708531,8.33465420259,8.05160473486,288.151850595,29.3911531189,28.0724929094,8.13113480759,7.95548224814,2279,216,210,9,9,199,16,19,8,9
1000,3,4,0,-104,29,2,4,0,3,52,476,-3,12,4,12,1313,6,0,0,0.0,0.0,6,0,0,0.0,0.0,3095.0,210.0,240.0,6.0,7.0,114.0,4.0,2.0,3.0,1.0,649,49,42,7,6,171,16,6,9,3
1000,3,4,0,0,100,9,4,1,2,53.5,529,-7,12,4,12,1017,0,0,0,6.44577953277,8.55935647459,0,0,0,5.98217716013,8.38167672762,2601.0,361.0,281.0,13.0,10.0,289.0,27.0,37.0,9.0,12.0,3452,337,290,9,8,157,7,11,4,7
1000,3,4,0,0,100,4,4,1,2,53.5,516,3,12,4,12,1029,0,0,0,6.44577953277,8.55935647459,0,0,0,5.98217716013,8.38167672762,5647.0,699.0,657.0,12.0,11.0,236.0,38.0,32.0,16.0,13.0,3260,304,342,9,10,315,38,28,12,8
1000,3,4,0,-47,43,5,4,2,2,53.5,448,-2,12,4,12,1037,1,0,0,0.0,0.0,1,0,0,0.0,0.0,4258.0,354.0,348.0,8.0,8.0,69.0,3.0,5.0,4.0,7.0,3927,339,360,8,9,275,17,20,6,7
1000,3,4,0,-47,43,6,4,0,3,55,480,-2,12,4,12,1383,7,1,0,14.0,0.0,4,0,0,0.0,0.0,1959.0,138.0,142.0,7.0,7.0,532.0,37.0,40.0,6.0,7.0,4280,278,365,6,8,168,8,18,4,10
1000,3,4,1,-242,29,7,4,1,2,53,490,-7,12,4,12,1001,2,0,0,0.0,0.0,2,0,0,0.0,0.0,4638.0,713.0,613.0,15.0,13.0,457.0,55.0,43.0,12.0,9.0,2160,194,215,8,9,444,38,49,8,11
1000,3,4,2,263,57,8,4,2,2,53,441,15,12,4,12,1010,2,0,0,0.0,0.0,2,0,0,0.0,0.0,109.0,4.0,5.0,3.0,4.0,109.0,4.0,5.0,3.0,4.0,581,74,44,12,7,215,33,20,15,9
1000,3,4,2,-143,35,3,0,0,3,52,444,-5,12,4,12,1318,7,2,0,28.0,0.0,7,2,0,28.0,0.0,2896.0,221.0,224.0,7.0,7.0,430.0,32.0,41.0,7.0,9.0,1304,195,111,14,8,295,33,23,11,7
