course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1000,3,6,0,0,22,0,0,0,117,44,161,651,640,782,850,911,1152,867,634,640,645,1,더밀어붙여,한,거,2,54,문세영,하재흥,이중연,454,0,12,1,12,970,3,0,0,0.0,0.0,3,0,0,0.0,0.0,0,1,4,636,642,648,6564.0,1331.0,995.0,20.0,15.0,480.0,111.0,71.0,23.0,14.0,10032,906,968,9,9,328,35,28,10,8,636.79
1000,3,6,1,27,36,0,0,0,38,57,95,653,632,781,849,910,1151,867,632,632,632,10,골든스텝,한,거,2,55.5,페로비치,박재우,송용만,455,1,12,1,12,961,2,0,1,0.0,50.0,2,0,1,0.0,50.0,0,1,4,636,642,648,754.0,115.0,101.0,15.0,13.0,460.0,73.0,77.0,15.0,16.0,1300,171,134,13,10,259,41,34,15,13,624.38
1000,3,6,0,27,36,0,0,0,102,48,150,651,658,797,867,928,1174,884,657,658,659,11,스마트캠프,한,수,2,54,이기회,김순근,최장석,461,1,12,1,12,961,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,3060.0,115.0,143.0,3.0,4.0,105.0,4.0,8.0,3.0,7.0,3907,271,331,6,8,248,19,24,7,9,639.46
1000,3,6,0,260,50,0,0,0,0,139,139,656,656,797,867,929,1175,884,631,637,643,12,야호오로라,한,수,2,54,김정준,박재우,이태식,508,13,12,1,12,942,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,4,636,642,648,1210.0,70.0,77.0,5.0,6.0,120.0,5.0,4.0,4.0,3.0,1300,171,134,13,10,259,41,34,15,13,643.06
1000,3,6,0,45,22,0,0,0,48,118,166,657,645,791,860,922,1166,878,645,645,645,2,정성스레,한,수,2,54,방춘식,지용철,최성룡,481,1,12,1,12,983,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,4258.0,354.0,348.0,8.0,8.0,69.0,3.0,5.0,4.0,7.0,10557,809,932,7,8,337,23,25,6,7,634.4
1000,3,6,1,57,35,0,0,0,98,25,123,652,631,779,848,908,1148,865,631,631,631,9,라온로키,한,수,2,55,김혜선,이신영,라온산업개발(주),476,2,12,1,12,953,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,2754.0,207.0,218.0,7.0,7.0,431.0,38.0,42.0,8.0,9.0,1304,195,111,14,8,295,33,23,11,7,634.14
1000,3,6,0,-138,29,0,57,0,0,103,160,658,658,798,869,931,1178,887,631,637,643,4,파워스윙,한,거,2,54,윤영민,박흥진,태립건설,467,-4,12,1,12,1024,3,0,0,0.0,0.0,3,0,0,0.0,0.0,0,1,4,636,642,648,1638.0,70.0,83.0,4.0,5.0,73.0,6.0,5.0,8.0,6.0,8059,694,705,8,8,152,3,8,1,5,642.93
1000,3,6,0,0,100,0,0,0,33,114,147,692,692,840,914,979,1239,933,631,637,643,5,헌터호크,한,수,2,54,박상우,박대흥,윤훈현,473,-13,12,1,12,995,0,0,0,6.44577953277,8.55935647459,0,0,0,5.98217716013,8.38167672762,0,0,0,636,642,648,1649.0,69.0,101.0,4.0,6.0,40.0,1.0,2.0,2.0,5.0,5394,728,584,13,10,287,46,22,16,7,642.33
1000,3,6,0,-205,49,0,0,0,17,134,151,647,660,794,864,925,1170,881,660,660,660,6,다온마리,한,암,2,52,박현우,지용철,조창석,474,-10,12,1,12,1017,1,0,0,0.0,0.0,1,0,0,0.0,0.0,0,1,4,636,642,648,1260.0,89.0,73.0,7.0,5.0,189.0,13.0,12.0,6.0,6.0,10557,809,932,7,8,337,23,25,6,7,640.25
1000,3,6,0,0,100,0,17,0,94,28,139,673,673,818,889,953,1205,907,631,637,643,7,시스푸마위너,한,거,2,54,박병윤,박천서,김종진,473,6,12,1,12,963,0,0,0,6.44577953277,8.55935647459,0,0,0,5.98217716013,8.38167672762,0,0,0,636,642,648,1656.0,100.0,132.0,6.0,7.0,244.0,16.0,14.0,6.0,5.0,3374,346,328,10,9,209,21,19,10,9,644.71
1000,3,6,3,-276,29,0,0,0,170,0,170,635,635,772,839,899,1137,856,633,635,637,8,거친오름,한,수,2,52,이효식,안병기,김영식,486,-8,12,1,12,1003,4,0,0,0.0,0.0,4,0,0,0.0,0.0,0,1,4,636,642,648,2345.99146556,252.184128852,238.15708531,8.33465420259,8.05160473486,288.151850595,29.3911531189,28.0724929094,8.13113480759,7.95548224814,2279,216,210,9,9,199,16,19,8,9,635.51
1000,3,6,0,111,36,0,0,0,65,76,141,652,651,789,860,922,1166,878,631,637,643,3,메가챔프,한,수,2,54,임기원,심승태,장철환,474,4,12,1,12,1002,2,0,0,0.0,0.0,2,0,0,0.0,0.0,0,1,4,636,642,648,918.0,109.0,84.0,11.0,9.0,443.0,51.0,49.0,11.0,11.0,1010,88,106,8,10,291,26,23,8,7,633.31
