course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1000,7,6,1,125,48,0,0,0,83,14,97,650.476979566,634.37680427,760.10833511,839.632041428,891.400759666,1136.55118058,818.757683436,628.324978088,634.37680427,643.310064837,1,승리의여왕,한,암,2,53,이혁,김윤섭,김종철,473.0,6, 8,3,12,965,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,647,647,647,1947,137,142,7,7,526,37,40,7,7,4274,278,365,6,8,168,8,18,4,10,637.67
1000,7,6,1,37,27,49,0,0,0,81,130,656.242320532,645.24584059,760.10833511,839.632041428,891.400759666,1136.55118058,821.53007965,645.24584059,645.24584059,645.24584059,2,스타퍼펙트,한,암,2,53,페로비치,박윤규,박덕희,480.0,1, 8,3,12,973,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,633,638,644,740,114,99,15,13,455,73,75,16,16,2872,231,246,8,8,250,17,30,6,12,637.22
1000,7,6,1,0,27,0,0,0,191,0,191,652.515622768,649.25357873,760.10833511,839.632041428,891.400759666,1136.55118058,821.576919713,649.25357873,649.25357873,649.25357873,3,청운나래,한,수,2,55,김철호,박병일,충마회,488.0,0, 8,3,12,930,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,644,646,648,1535,122,113,7,7,205,16,19,7,9,675,44,58,6,8,156,9,23,5,14,645.02
1000,7,6,1,178,28,0,101,0,59,18,178,633.229244113,659.764146787,760.10833511,839.632041428,891.400759666,1136.55118058,820.114284613,659.764146787,659.764146787,659.764146787,8,라온메이커,한,암,2,53,조인권,박종곤,라온산업개발(주),464.0,5, 8,3,12,985,2,0,1,0,50,2,0,1,0,50,2,0.0,50.0,623,643,663,2589,358,281,13,10,277,24,37,8,13,3465,303,310,8,8,173,35,20,20,11,634.77
1000,7,6,1,-29,35,0,0,0,30,111,141,641.094603808,654.692548069,760.10833511,839.632041428,891.400759666,1136.55118058,820.579911443,640.236167914,654.692548069,669.148928223,5,로열마티아,한,암,2,53,벨리,김동균,이장호 ,434.0,-1, 8,3,12,976,4,0,0,0,0,4,0,0,0,0,3,0.0,0.0,639,652,674,99,4,3,4,3,99,4,3,4,3,1114,92,94,8,8,338,21,27,6,7,643.2
1000,7,6,1,-29,35,23,0,0,0,130,153,651.024770848,622.703829216,760.10833511,856.60222494,891.400759666,1136.55118058,819.731850059,621.446595833,622.703829216,623.9610626,6,아르고오섬,한,수,2,55,임기원,안병기,우태율,506.0,-1, 8,3,12,987,5,0,0,0,0,5,0,0,0,0,3,0.0,0.0,615,626,636,903,106,81,11,8,435,48,46,11,10,2269,214,207,9,9,189,14,16,7,8,626.78
1000,7,6,1,-143,28,0,0,0,42,109,151,659.37290716,649.25357873,760.10833511,839.632041428,891.400759666,1136.55118058,822.719800445,649.25357873,649.25357873,649.25357873,7,대성루비,한,암,2,53,문정균,최영주,김창국,460.0,-4, 8,3,12,1024,2,0,0,0,0,2,0,0,0,0,2,0.0,0.0,634,641,648,5387,399,469,7,8,261,23,13,8,4,4086,304,320,7,7,170,10,15,5,8,644.97
1000,7,6,1,-297,27,0,0,0,72,45,117,650.597367395,634.37680427,760.10833511,839.632041428,891.400759666,1136.55118058,818.777748074,628.324978088,634.37680427,643.310064837,4,에이스세븐,한,암,2,53,함완식,정호익,강석대,471.0,-8, 8,3,12,992,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,628,628,628,5030,630,628,12,12,262,34,41,12,15,3254,302,341,9,10,315,37,28,11,8,633.02
