course,humidity,kind,dbudam,drweight,lastday,ts1,ts2,ts3,ts4,ts5,ts6,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,idx,name,cntry,gender,age,budam,jockey,trainer,owner,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,hr_dt,hr_d1,hr_d2,hr_rh,hr_rm,hr_rl,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2,predict
1700,3,5,0,166,42,0,143,0,0,0,143,624,636,786,838,898,1160,858,1160,1160,1160,10,★승리사랑,한,암,4,52,조인권,김학수,강수덕,477,7,11,9,12,1671,14,0,2,0,14,7,0,1,0,14,1,3,8,1133,1143,1154,2601,361,281,13,10,289,27,37,9,12,2227,230,201,10,9,153,14,16,9,10,1148.5
1700,3,5,2,-89,34,0,0,0,100,25,125,629,625,756,824,884,1119,842,1129,1139,1150,1,희망포인트,한,수,3,57,문세영,홍대유,현대영,478,-3,11,9,12,1347,7,1,2,14,28,4,0,2,0,50,0,0,0,1133,1143,1154,6564,1331,995,20,15,480,111,71,23,14,2459,223,187,9,7,235,24,10,10,4,1129.53
1700,3,5,0,-164,55,0,0,0,39,69,108,642,642,792,844,909,1149,865,1129,1139,1150,9,★선스톰,한,암,4,51,이혁,손영표,이신근,504,-9,11,9,12,1764,14,1,0,7,0,10,0,0,0,0,0,0,0,1133,1143,1154,1959,138,142,7,7,532,37,40,6,7,2194,199,187,9,8,211,14,12,6,5,1154.81
1700,3,5,4,-200,20,0,0,0,63,57,120,643,637,788,849,910,1151,866,1129,1139,1150,8,상아벌강자,한,수,3,53,김혜선,박대흥,죽마조합,470,-4,11,9,12,1324,9,0,1,0,11,9,0,1,0,11,0,0,0,1133,1143,1154,2754,207,218,7,7,431,38,42,8,9,5394,728,584,13,10,287,46,22,16,7,1152.67
1700,3,5,0,111,27,0,0,0,87,25,112,626,628,758,831,886,1121,844,1129,1139,1150,7,검진,한,암,3,54,김철호,박병일,드림커뮤니티,463,3,11,9,12,1386,13,0,3,0,23,11,0,3,0,27,0,0,0,1133,1143,1154,1540,122,114,7,7,210,16,20,7,9,677,44,58,6,8,156,9,23,5,14,1137.52
1700,3,5,1,-500,20,0,0,0,112,13,125,639,631,772,827,893,1129,850,1129,1139,1150,6,스페셜샤인,한,암,3,53,안효리,심승태,장철환,443,-10,11,9,12,1343,10,0,3,0,30,8,0,3,0,37,0,0,0,1133,1143,1154,1099,62,60,5,5,132,7,8,5,6,1010,88,106,8,10,291,26,23,8,7,1143.19
1700,3,5,0,74,27,0,0,0,147,0,147,646,639,762,838,897,1135,854,1129,1139,1150,5,백산아일랜드,한,거,3,53,김동수,최봉주,이용식,430,2,11,9,12,1312,9,1,0,11,0,9,1,0,11,0,0,0,0,1133,1143,1154,905,74,84,8,9,367,31,30,8,8,1740,147,144,8,8,203,22,14,10,6,1145.0
1700,3,5,1,-72,42,0,0,0,47,110,157,631,631,767,831,905,1147,851,1147,1147,1147,4,엑톤가야,한,암,4,55.5,조재로,배휴준,오상철,457,-3,11,9,12,1728,26,1,2,3,7,9,1,0,11,0,1,3,8,1133,1143,1154,445,43,44,9,9,316,33,38,10,12,3232,239,277,7,8,303,23,30,7,9,1141.49
1700,3,5,1,147,34,0,56,0,0,69,125,635,635,774,835,904,1137,856,1129,1139,1150,3,강철시대,한,수,3,51,정정희,유재길,허건호,460,5,11,9,12,1391,12,0,2,0,16,7,0,1,0,14,0,0,0,1133,1143,1154,681,33,41,4,6,265,16,18,6,6,4599,373,397,8,8,257,16,13,6,5,1147.26
1700,3,5,2,-400,20,0,0,0,36,75,111,633,633,769,837,885,1136,853,1131,1136,1144,2,태양제국,한,수,4,54,이동하,서정하,이기훈,482,-8,11,9,12,1675,16,1,2,6,12,6,0,0,0,0,1,3,8,1133,1143,1154,114,10,10,8,8,114,10,10,8,8,2200,144,179,6,8,160,9,8,5,5,1141.41
1700,3,5,0,-297,27,0,0,0,68,63,131,635,631,773,828,894,1130,851,1129,1139,1150,11,★검빛강자,한,거,3,56.5,페로비치,송문길,박복용,510,-8,11,9,12,1307,9,1,0,11,0,8,1,0,12,0,0,0,0,1133,1143,1154,754,115,101,15,13,460,73,77,15,16,694,88,81,12,11,262,38,40,14,15,1135.4
