course,humidity,kind,dbudam,drweight,lastday,idx,cntry,gender,age,budam,weight,dweight,cnt,rcno,month,hr_days,hr_nt,hr_nt1,hr_nt2,hr_t1,hr_t2,hr_ny,hr_ny1,hr_ny2,hr_y1,hr_y2,jk_nt,jk_nt1,jk_nt2,jk_t1,jk_t2,jk_ny,jk_ny1,jk_ny2,jk_y1,jk_y2,tr_nt,tr_nt1,tr_nt2,tr_t1,tr_t2,tr_ny,tr_ny1,tr_ny2,tr_y1,tr_y2
1000,3,4,0,0,15,1,0,0,3,51,461,0,12,7,12,1345,15,1,4,6,26,12,1,4,8,33,918,109,84,11,9,443,51,49,11,11,1010,88,106,8,10,291,26,23,8,7
1000,3,4,0,0,22,10,0,1,2,52,461,0,12,7,12,1036,5,2,1,40,20,5,2,1,40,20,2601,361,281,13,10,289,27,37,9,12,2227,230,201,10,9,153,14,16,9,10
1000,3,4,0,0,28,11,0,2,4,56,461,0,12,7,12,1735,30,2,4,6,13,13,1,2,7,15,6564,1331,995,20,15,480,111,71,23,14,1124,69,77,6,6,212,9,12,4,5
1000,3,4,0,0,35,12,0,0,4,52,461,0,12,7,12,1728,27,2,1,7,3,13,0,1,0,7,109,4,5,3,4,109,4,5,3,4,7425,599,657,8,8,201,17,18,8,8
1000,3,4,0,0,28,2,0,0,4,53,461,0,12,7,12,1703,19,3,3,15,15,8,0,3,0,37,1959,138,142,7,7,532,37,40,6,7,3893,439,396,11,10,136,15,14,11,10
1000,3,4,2,0,28,9,0,0,4,53.5,461,0,12,7,12,1691,21,3,2,14,9,11,0,1,0,9,5041,633,629,12,12,269,37,41,13,15,3260,304,342,9,10,315,38,28,12,8
1000,3,4,1,0,85,4,0,1,3,56.5,461,0,12,7,12,1374,11,3,1,27,9,10,2,1,20,10,4638,713,613,15,13,457,55,43,12,9,2160,194,215,8,9,444,38,49,8,11
1000,3,4,3,0,105,5,0,1,5,55,461,0,12,7,12,2051,23,2,3,8,13,6,0,0,0,0,1610,109,143,6,8,66,6,4,9,6,8815,896,897,10,10,230,21,26,9,11
1000,3,4,1,0,29,6,0,0,4,55.5,461,0,12,7,12,1705,15,3,2,20,13,9,1,2,11,22,2544,188,223,7,8,150,17,20,11,13,7324,694,750,9,10,270,41,29,15,10
1000,3,4,1,0,28,7,0,0,3,51,461,0,12,7,12,1359,10,2,1,20,10,10,2,1,20,10,445,43,44,9,9,316,33,38,10,12,3232,239,277,7,8,303,23,30,7,9
1000,3,4,4,0,29,8,0,0,4,52,461,0,12,7,12,1754,10,3,1,30,10,6,1,1,16,16,3095,210,240,6,7,114,4,2,3,1,2194,199,187,9,8,211,14,12,6,5
1000,3,4,0,0,36,3,0,2,5,56,461,0,12,7,12,2137,21,1,5,4,23,9,0,1,0,11,2896,221,224,7,7,430,32,41,7,9,4280,278,365,6,8,168,8,18,4,10
